id,submission_id,reference_answer,answer,model,bertscore_precision,bertscore_recall,bertscore_f1
TAX-INTL-044,TAX-INTL-044,"Ja. Nach EStR 2000 Rz 19 kann bei Anwendung von Doppelbesteuerungsabkommen dem Kausalitätsprinzip, also der wirtschaftlichen Zuordnung, Vorrang vor dem bloßen Zuflussprinzip zukommen.","ünften maßgeblich sein? Antwort: Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein steuerbarer Umsatz eines Unternehmers gegen Entgelt vorliegt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.61596984,0.64051527,0.62800276
TAX-INTL-045,TAX-INTL-045,Ja. Eine natürliche Person kann nach EStR 2000 Rz 23 mehrere Wohnsitze haben.,", weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Kann jemand nach österreichischem Steuerrecht mehr als einen Wohnsitz haben? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.5776926,0.7573318,0.6554262
TAX-INTL-046,TAX-INTL-046,"Nein. Nach § 98 EStG 1988 nicht steuerpflichtige Einkünfte, insbesondere im Ausland erzielte Einkünfte, unterliegen nach EStR 2000 Rz 8056 bei beschränkt Steuerpflichtigen nicht dem Progressionsvorbehalt.","ionsvorbehalt? Antwort: Grundsaetzlich gilt: Paragraph 3 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.63777065,0.70197475,0.6683343
TAX-INTL-047,TAX-INTL-047,"Ja, nach EStR 2000 Rz 189. Bei der Befreiungsmethode sind die ausländischen Einkünfte zwar selbst steuerfrei, sie dürfen aber regelmäßig im Rahmen des Progressionsvorbehalts bei der Ermittlung des auf die Inlandseinkünfte anzuwendenden Durchschnittssteuersatzes berücksichtigt werden.","ichtigen? Antwort: Grundsaetzlich gilt: im Einzelfall zu pruefen ist ob ein steuerbarer Umsatz eines Unternehmers gegen Entgelt vorliegt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6480094,0.6583972,0.653162
TAX-INTL-048,TAX-INTL-048,"Ja. Nach EStR 2000 Rz 34 ist das die Systematik der Anrechnungsmethode: Österreich besteuert das Einkommen, rechnet aber die im Quellenstaat erhobene Steuer auf die eigene Steuer an.","vollständig auszunehmen? Antwort: Grundsaetzlich gilt: im Einzelfall zu pruefen ist ob ein steuerbarer Umsatz eines Unternehmers gegen Entgelt vorliegt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6285102,0.66093117,0.6443131
TAX-INTL-049,TAX-INTL-049,"Ja, nach EStR 2000 Rz 32. Die EStR enthalten im Anhang I eine Übersicht zahlreicher DBA, unter anderem mit Deutschland, der Schweiz und den USA. In grenzüberschreitenden Fällen ist daher stets zu prüfen, ob ein einschlägiges DBA das österreichische Besteuerungsrecht einschränkt.","der Schweiz oder den USA stets geprüft werden, ob ein DBA besteht? Antwort: Grundsaetzlich gilt: bei internationalen Dienstleistungen der Leistungsort nach Paragraph 3 EStG der zentrale Ausgangspunkt fuer die umsatzsteuerliche Beurteilung ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6430572,0.6886759,0.66508526
TAX-INTL-050,TAX-INTL-050,"Nein. Nach der in EStR 2000 33 Prüfungsreihenfolge ist zunächst das innerstaatliche Recht maßgeblich. Erst wenn danach eine Steuerpflicht besteht, ist zu prüfen, ob ein DBA das Besteuerungsrecht einschränkt.","das innerstaatliche Recht keine Steuerpflicht vorsieht? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.655018,0.706216,0.6796542
TAX-INTL-051,TAX-INTL-051,"Ja. Einkünfte aus selbständiger Arbeit sind nach § 98 Abs. 1 Z 2 EStG 1988 beschränkt steuerpflichtig, wenn die Arbeit im Inland ausgeübt oder verwertet wird. Für diese Steuerpflicht ist nach EStR 2000 Rz 7914 das Vorliegen einer Betriebsstätte nicht Voraussetzung.","? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6561853,0.6969432,0.6759504
TAX-INTL-052,TAX-INTL-052,"Ja. Nach § 98 Abs. 1 Z 2 EStG 1988 gilt selbständige Arbeit als im Inland verwertet, wenn sie zwar nicht im Inland persönlich ausgeübt wird, ihr wirtschaftlicher Erfolg aber der inländischen Volkswirtschaft unmittelbar zu dienen bestimmt ist.","Grundsaetzlich gilt: Paragraph 12 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6326409,0.6811049,0.65597904
TAX-INTL-053,TAX-INTL-053,Nein. Für Einkünfte aus selbständiger Arbeit ist eine Betriebsstätte nach innerstaatlichem Recht keine Voraussetzung; maßgeblich ist die Ausübung oder Verwertung der Arbeit im Inland.,"selbständiger Arbeit im Inland zwingend eine österreichische Betriebsstätte erforderlich? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6253661,0.6856989,0.65414435
TAX-INTL-054,TAX-INTL-054,"Ja. Einkünfte aus Gewerbebetrieb unterliegen nach § 98 Abs. 1 Z 3 EStG 1988 der beschränkten Steuerpflicht, wenn im Inland eine Betriebsstätte unterhalten wird.","änkten Steuerpflicht? Antwort: Grundsaetzlich gilt: im Inland zunaechst zu pruefen ist ob ein steuerbarer Umsatz eines Unternehmers gegen Entgelt vorliegt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.62688416,0.6447888,0.6357104
TAX-INTL-055,TAX-INTL-055,Ja. Auch ein im Inland bestellter ständiger Vertreter begründet nach § 98 Abs. 1 Z 3 EStG 1988 bei gewerblichen Einkünften eine inländische Anknüpfung für die beschränkte Steuerpflicht.,"stehen? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6333048,0.68559957,0.65841544
TAX-INTL-056,TAX-INTL-056,"Ja. Gewerbliche Einkünfte sind nach § 98 Abs. 1 Z 3 EStG 1988 auch dann beschränkt steuerpflichtig, wenn bei dem Gewerbebetrieb im Inland unbewegliches Vermögen vorliegt.","Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6670682,0.72106767,0.69301754
TAX-INTL-057,TAX-INTL-057,Ja. Nach § 98 Abs. 1 Z 3 EStG 1988 sind Einkünfte aus kaufmännischer oder technischer Beratung im Inland auch ohne inländische Betriebsstätte und ohne ständigen Vertreter steuerpflichtig.,"? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6455271,0.70282453,0.6729584
TAX-INTL-058,TAX-INTL-058,Ja. Einkünfte aus der Gestellung von Arbeitskräften zur inländischen Arbeitsausübung sind nach § 98 Abs. 1 Z 3 EStG 1988 auch ohne inländische Betriebsstätte und ohne ständigen Vertreter steuerpflichtig.,"auch ohne österreichische Betriebsstätte beschränkte Steuerpflicht? Antwort: Grundsaetzlich gilt: Paragraph 12 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.64670146,0.7024667,0.67343163
TAX-INTL-059,TAX-INTL-059,"Ja. Nach § 98 Abs. 1 EStG 1988 sind Einkünfte aus der gewerblichen Tätigkeit als Sportler, Artist oder Mitwirkender an Unterhaltungsdarbietungen im Inland auch ohne Betriebsstätte und ohne ständigen Vertreter steuerpflichtig.","licht? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6461983,0.6921259,0.66837406
TAX-INTL-060,TAX-INTL-060,"Ja. Nach § 98 Abs. 1 Z 4 EStG 1988 und EStR 2000 Rz 7951 sind Einkünfte aus nichtselbständiger Arbeit beschränkt auch steuerpflichtig, wenn die Arbeit im Inland ausgeübt oder verwertet wird oder worden ist.","fte in Österreich beschränkt steuerpflichtig sein? Antwort: Grundsaetzlich gilt: Paragraph 12 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6563207,0.6986119,0.67680633
TAX-INTL-061,TAX-INTL-061,"Ja. Beschränkte Steuerpflicht besteht nach § 98 Abs. 1 Z 4 EStG 1988 auch für Einkünfte aus nichtselbständiger Arbeit, die aus inländischen öffentlichen Kassen mit Rücksicht auf ein gegenwärtiges oder früheres Dienstverhältnis gewährt werden.","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Vorteil durch das Dienstleistungen veranlasst ist und damit grundsaetzlich unter die Einkuenfte aus nichtselbstaendiger Arbeit fallen kann. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6326472,0.63274384,0.6326955
TAX-INTL-062,TAX-INTL-062,"Ja. Einkünfte aus Vermietung und Verpachtung sind nach § 98 Abs. 1 Z 6 EStG 1988 beschränkt steuerpflichtig, wenn das unbewegliche Vermögen im Inland gelegen ist.","Einkünfte in Österreich beschränkt steuerpflichtig? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine Paragraph 12a EStG vorrangig auf die Art der Nutzung und Ueberlassung oder auf die Art der persoenlichen Leistung und Ueberlassung und nicht nur auf die Bezeichnung des Vertrags abzustellen ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6569443,0.7339562,0.69331825
TAX-INTL-063,TAX-INTL-063,"Ja. Einkünfte aus privaten Grundstücksveräußerungen sind nach § 98 Abs. 1 Z 7 EStG 1988 beschränkt steuerpflichtig, soweit es sich um inländische Grundstücke handelt.","Steuerpflicht? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6352847,0.67853594,0.65619844
TAX-INTL-064,TAX-INTL-064,Ja. Einkünfte aus einer im Inland betriebenen Land- und Forstwirtschaft unterliegen nach § 98 Abs. 1 Z 1 EStG 1988 und EStR 2000 Rz 7911 der beschränkten Steuerpflicht. Maßgeblich ist die Belegenheit der bewirtschafteten Grundstücke im Inland.,"inkünfte in Österreich beschränkt steuerpflichtig? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6501126,0.69267327,0.67071843
TAX-INTL-065,TAX-INTL-065,"Ja, § 98 Abs. 1 Z 6 EStG 1988. Einkünfte aus Vermietung und Verpachtung sind auch dann beschränkt steuerpflichtig, wenn sich die vermieteten Rechte in einem inländischen öffentlichen Buch oder Register befinden.",": Grundsaetzlich gilt: Paragraph 7 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.65798986,0.7184077,0.6868727
TAX-INTL-066,TAX-INTL-066,"Ja. Bestimmte Einkünfte aus Kapitalvermögen unterliegen nach § 98 Abs. 1 Z 5 EStG 1988 und EStR 2000 Rz 7966 der beschränkten Steuerpflicht, wenn die gesetzlichen Anknüpfungen erfüllt sind und Kapitalertragsteuer einzubehalten war.","sein? Antwort: Grundsaetzlich gilt: bei Paragraphen 32 bis 37 EStG zwischen laufenden Einkuenften aus Kapitalvermoegen und realisierten Wertsteigerungen zu unterscheiden ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.65414935,0.6850939,0.66926414
TAX-INTL-067,TAX-INTL-067,"Inländische Zinsen liegen nach § 98 Abs. 1 Z 5 lit. b EStG 1988 insbesondere vor, wenn der Schuldner der Zinsen Wohnsitz, Geschäftsleitung oder Sitz im Inland hat oder das Wertpapier von einem inländischen Emittenten begeben wurde.",1 Z 5 lit. b EStG 1988 inländische Zinsen vor? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang,Model 2 Fine-Tune,0.57384235,0.67163235,0.6188983
TAX-INTL-068,TAX-INTL-068,"Nein. Besteht eine Befreiung von der Kapitalertragsteuer gemäß § 94 EStG 1988, unterliegen diese Einkünfte nach EStR 2000 Rz 7966 auch nicht der beschränkten Steuerpflicht.","88 besteht? Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 EStG zwischen laufenden Einkuenften aus Kapitalvermoegen und realisierten Wertsteigerungen zu unterscheiden ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen mass",Model 2 Fine-Tune,0.61072975,0.660733,0.63474816
TAX-INTL-069,TAX-INTL-069,"Ja. Nach den Richtlinien in EStR 2000 Rz 7953 können auch solche Bezüge in die beschränkte Steuerpflicht fallen, wenn die frühere Tätigkeit im Inland ausgeübt oder verwertet wurde.","chränkte Steuerpflicht bestehen? Antwort: Grundsaetzlich gilt: Paragraph 12 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6423128,0.69585335,0.66801196
TAX-INTL-070,TAX-INTL-070,"Ja. Einkünfte aus nichtselbständiger Arbeit können unter § 98 Abs. 1 Z 4 EStG 1988 fallen, wenn die Tätigkeit im Inland ausgeübt oder verwertet wird.","Portugal ansässiger Künstler mit Einkünften aus unselbständiger Arbeit in Österreich beschränkt steuerpflichtig sein? Antwort: Grundsaetzlich gilt: Paragraph 12a EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6391333,0.708906,0.672214
TAX-INTL-071,TAX-INTL-071,"Beschränkt lohnsteuerpflichtig sind nach § 70 Abs. 1 EStG 1988 Arbeitnehmer, bei denen die Voraussetzungen der §§ 1 Abs. 3 und 98 Abs. 1 Z 4 EStG 1988 vorliegen.","unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Wann ist ein Arbeitnehmer nach dem EStG beschränkt lohnsteuerpflichtig? Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 EStG das steuerliche Einkommen nach den Grundsaetzen der Paragraphen 1 bis 3 EStG zu ermitteln ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6300208,0.71836084,0.671297
TAX-INTL-072,TAX-INTL-072,"Ja, das kann nach § 70 Abs. 2 Z 1 EStG 1988 gemacht werden. Soweit nicht die Sonderregel des § 70 Abs. 2 Z 2 gilt, wird die Lohnsteuer nach den Tarifvorschriften berechnet, wobei bestimmte Absetzbeträge nicht zu berücksichtigen sind.","Tarif berechnet werden, allerdings mit Kürzung bestimmter Absetzbeträge? Antwort: Grundsaetzlich gilt: Paragraph 3 EStG sowohl die tarifliche Einkommensteuer als auch zentrale Steuerabsetzbetrage regelt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6743544,0.7120234,0.69267714
TAX-INTL-073,TAX-INTL-073,Ja. Für solche Bezüge sieht § 70 Abs. 2 Z 2 EStG 1988 einen besonderen Lohnsteuersatz von 20% des vollen Betrages vor.,"Grundsaetzlich gilt: Paragraph 7 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6004737,0.67954016,0.637565
TAX-INTL-074,TAX-INTL-074,"Ja. Betriebsausgaben und Werbungskosten dürfen nach § 102 Abs. 2 Z 1 EStG 1988 bei beschränkt Steuerpflichtigen insoweit berücksichtigt werden, als sie mit diesen Einkünften in wirtschaftlichem Zusammenhang stehen.","ischen Einkünften zusammenhängen? Antwort: Grundsaetzlich gilt: im Einzelfall zu pruefen ist ob ein steuerbarer Umsatz eines Unternehmers gegen Entgelt vorliegt. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6250002,0.62882143,0.62690496
TAX-INTL-075,TAX-INTL-075,"Ja. Der Verlustabzug steht beschränkt Steuerpflichtigen nach § 102 Abs. 2 Z 2 EStG 1988 nur für Verluste zu, die in inländischen Betriebsstätten bestimmter betrieblicher Einkunftsarten entstanden sind, oder für Verluste aus in § 98 Abs. 1 Z 3 genanntem unbeweglichem Vermögen.","hin, statt zu raten. Benutzerfrage: Steht der Verlustabzug beschränkt Steuerpflichtigen nur für bestimmte inländische Verluste zu? Antwort: Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenfte Einkuenfte ausdruecklich oder grundsaetzlich unter die Einkuenfte ausdruecklich fallen kann. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.64441967,0.7122577,0.67664266
TAX-INTL-076,TAX-INTL-076,Ja. Die Progressionsermäßigung gemäß § 38 EStG 1988 ist nach § 102 Abs. 2 Z 3 EStG 1988 und EStR 2000 Rz 8055 bei beschränkter Steuerpflicht ausgeschlossen.,"raten. Benutzerfrage: Ist die Progressionsermäßigung für die Verwertung von Patentrechten bei beschränkter Steuerpflicht ausgeschlossen? Antwort: Grundsaetzlich gilt: bei Paragraphen bestimmt zu werden sind ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.6359893,0.644155,0.6400461
TAX-INTL-077,TAX-INTL-077,"Ja, nach § 103 Abs. 1 EStG 1988. Bei Personen, deren Zuzug aus dem Ausland der Förderung von Wissenschaft, Forschung, Kunst oder Sport dient und aus diesem Grund im öffentlichen Interesse liegt, können steuerliche Mehrbelastungen bei nicht unter § 98 fallenden Einkünften beseitigt werden.","System: Du bist ein hilfreicher Assistent fuer Fragen zum oesterreichischen Steuerrecht. Beantworte die Frage auf Deutsch, praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Kann ein aus dem Ausland nach Österreich zuziehender Spitzenforscher unter bestimmten Voraussetzungen eine Zuzugsbegünstigung beantragen? Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 Einkommensteuer als steuerbar zu wuerdigen zu pruefen sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Tatbestandsmerkmale getrennt und danach im Gesamtzusammenhang zu wuerdigen. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Tatbestandsmerkmale getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelf",Model 2 Fine-Tune,0.56495357,0.6418063,0.6009327
TAX-INTL-078,TAX-INTL-078,"Ja, nach § 103 Abs. 1a EStG 1988. Bei Personen, deren Zuzug der Förderung von Wissenschaft oder Forschung dient und im öffentlichen Interesse liegt, kann für fünf Jahre ab dem Zuzug ein Freibetrag in Höhe von 30% der zum Tarif besteuerten Einkünfte aus wissenschaftlicher Tätigkeit festgesetzt werden.","System: Du bist ein hilfreicher Assistent fuer Fragen zum oesterreichischen Steuerrecht. Beantworte die Frage auf Deutsch, praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Kann ein nach Österreich zuziehender Wissenschaftler zusätzlich einen befristeten Zuzugsfreibetrag von 30% erhalten? Antwort: Grundsaetzlich gilt: bei Paragraphen bestimmt zu werden ist ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Model 2 Fine-Tune,0.58871114,0.645567,0.6158295
