id,answer,retrieved_sources,retrieved_refs,retrieved_context;;;;;;;;;;;;;;;;;;;;
"VAT-INTL-035,Der Bundesminister verfolgt damit die Ziele der Vermeidung von Doppel- und Nichtbesteunerungen sowie Wettbewerbserzwenzungen. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""(16) Der Bundesminister für Finanzen kann, um Doppelbesteuerungen, Nichtbesteuerungen oder Wettbewerbsverzerrungen zu vermeiden, durch Verordnung festlegen, dass sich bei sonstigen Leistungen, deren Leistungsort sich nach Abs. 6, 7, 12, 13 oder 14 bestimmt, der Ort der sonstigen Leistung danach richtet, wo die sonstige Leistung genutzt oder ausgewertet wird. Der Ort der sonstigen Leistung kann danach 1. statt im Inland als im Drittlandsgebiet gelegen und 2. statt im Drittlandsgebiet als im Inland gelegen behandelt werden.""";;;;;;;;;;;;;;;;;;;;
"VAT-INTL-036,Die Richtungen sind 1. vom Inland zum Drittlandsgebietsleistungsort und 2 vom Drittlandsleistungsort zum Inland. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""(16) Der Bundesminister für Finanzen kann, um Doppelbesteuerungen, Nichtbesteuerungen oder Wettbewerbsverzerrungen zu vermeiden, durch Verordnung festlegen, dass sich bei sonstigen Leistungen, deren Leistungsort sich nach Abs. 6, 7, 12, 13 oder 14 bestimmt, der Ort der sonstigen Leistung danach richtet, wo die sonstige Leistung genutzt oder ausgewertet wird. Der Ort der sonstigen Leistung kann danach 1. statt im Inland als im Drittlandsgebiet gelegen und 2. statt im Drittlandsgebiet als im Inland gelegen behandelt werden.""";;;;;;;;;;;;;;;;;;;;
"VAT-INTL-037,Keine sicherge Antwort im Kont ext gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""Z 1 gilt nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes. (2) Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht. (3) Überläßt ein Unternehmer einem Auftraggeber, der ihm einen Stoff zur Herstellung eines Gegenstandes übergeben hat, an Stelle des herzustellenden Gegenstandes einen gleichartigen Gegenstand, wie er ihn in seinem Unternehmen aus solchem Stoff herzustellen pflegt, so gilt die Leistung des Unternehmers als sonstige Leistung (Werkleistung), wenn das Entgelt für die Leistung nach Art eines Werklohnes unabhängig vom Unterschied zwischen dem Marktpreis des empfangenen Stoffes und dem des überlassenen Gegenstandes berechnet wird. (4) Besorgt ein Unternehmer eine sonstige Leistung, so sind die für die besorgte Leistung geltenden Rechtsvorschriften auf die Besorgungsleistung entsprechend anzuwenden. Ort der sonstigen Leistung""";;;;;;;;;;;;;;;;;;;;
"VAT-INTL-038,Keine sichergehr Antwort im Kont-ext gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""c) die Einräumung von Rechten zur Nutzung von Grundstücken";" d) die sonstigen Leistungen zur Vorbereitung oder zur Koordinierung von Bauleistungen (zB die Leistungen von Architekten und Bauaufsichtsbüros). (10) Eine Personenbeförderungsleistung wird dort ausgeführt, wo die Beförderung bewirkt wird. Erstreckt sich eine Beförderungsleistung sowohl auf das Inland als auch auf das Ausland, so fällt der inländische Teil der Leistung unter dieses Bundesgesetz. Als inländischer Teil der Leistung gilt auch die Beförderung auf den von inländischen Eisenbahnverwaltungen betriebenen, auf ausländischem Gebiet gelegenen Anschlussstrecken, sowie die Beförderung auf ausländischen Durchgangsstrecken, soweit eine durchgehende Abfertigung nach Inlandstarifen erfolgt. Gleiches gilt für eine Güterbeförderungsleistung, wenn der Leistungsempfänger ein Nichtunternehmer im Sinne des Abs. 5 Z 3 ist.""";;;;;;;;;;;;;;;;;;;
"VAT-INTL-039,Keine sicherge Antwort im Kont-ext gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""d) Restaurant- und Verpflegungsdienstleistungen. (11a) Sonstige Leistungen betreffend die Eintrittsberechtigung sowie die damit zusammenhängenden sonstigen Leistungen für kulturelle, künstlerische, wissenschaftliche, unterrichtende, sportliche, unterhaltende oder ähnliche Veranstaltungen, wie Messen und Ausstellungen, werden dort ausgeführt, wo diese Veranstaltungen tatsächlich stattfinden, soweit diese Leistungen an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 erbracht werden. (12) 1. Die kurzfristige Vermietung eines Beförderungsmittels wird an dem Ort ausgeführt, an dem dieses Beförderungsmittel dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird. Als kurzfristig gilt eine Vermietung während eines ununterbrochenen Zeitraumes a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln.""";;;;;;;;;;;;;;;;;;;;
"VAT-INTL-040,Keine sichre Antwort im Kontxt gefunden. | VAT-INTL.txt | § 3a,VAT-INTL.txt,§ 3a,""Sonstige Leistung § 3a. (1) Sonstige Leistungen sind Leistungen, die nicht in einer Lieferung bestehen. Eine sonstige Leistung kann auch in einem Unterlassen oder im Dulden einer Handlung oder eines Zustandes bestehen. (1a) Einer sonstigen Leistung gegen Entgelt werden gleichgestellt: 1. Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes, der zum vollen oder teilweisen Vorsteuerabzug berechtigt hat, durch den Unternehmer – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen";" 2. die unentgeltliche Erbringung von anderen sonstigen Leistungen durch den Unternehmer – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen. Z 1 gilt nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes.""";;;;;;;;;;;;;;;;;;;
"VAT-INTL-041,""Die Leistungslage erfolgt im Ort der sonstig gewährten Leistung, also bei der Betriebsdame des Softwareentwicklers. | VAT-INTL.txt | § 2"",VAT-INTL.txt,§ 2,""Ort der sonstigen Leistung (5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt 1. als Unternehmer ein Unternehmer gemäß § 2, wobei ein Unternehmer, der auch nicht steuerbare Umsätze bewirkt, in Bezug auf alle an ihn erbrachten sonstigen Leistungen als Unternehmer gilt"; 2. eine nicht unternehmerisch tätige juristische Person mit Umsatzsteuer-Identifikationsnummer als Unternehmer;" 3. eine Person oder Personengemeinschaft, die nicht in den Anwendungsbereich der Z 1 und 2 fällt, als Nichtunternehmer. (6) Eine sonstige Leistung, die an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Empfänger sein Unternehmen betreibt. Wird die sonstige Leistung an die Betriebsstätte eines Unternehmers ausgeführt, ist stattdessen der Ort der Betriebsstätte maßgebend.""";;;;;;;;;;;;;;;;;;
"VAT-INTL-042,Keine sichene Antwort im Kontekst gefunden. | VAT-INTL.txt | § 2,VAT-INTL.txt,§ 2,""Ort der sonstigen Leistung (5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt 1. als Unternehmer ein Unternehmer gemäß § 2, wobei ein Unternehmer, der auch nicht steuerbare Umsätze bewirkt, in Bezug auf alle an ihn erbrachten sonstigen Leistungen als Unternehmer gilt"; 2. eine nicht unternehmerisch tätige juristische Person mit Umsatzsteuer-Identifikationsnummer als Unternehmer;" 3. eine Person oder Personengemeinschaft, die nicht in den Anwendungsbereich der Z 1 und 2 fällt, als Nichtunternehmer. (6) Eine sonstige Leistung, die an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Empfänger sein Unternehmen betreibt. Wird die sonstige Leistung an die Betriebsstätte eines Unternehmers ausgeführt, ist stattdessen der Ort der Betriebsstätte maßgebend.""";;;;;;;;;;;;;;;;;;
"VAT-INTL-043,Keine sichene Antwort im Kontxt gefunden. | VAT-INTL.txt | § 2,VAT-INTL.txt,§ 2,""Ort der sonstigen Leistung (5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt 1. als Unternehmer ein Unternehmer gemäß § 2, wobei ein Unternehmer, der auch nicht steuerbare Umsätze bewirkt, in Bezug auf alle an ihn erbrachten sonstigen Leistungen als Unternehmer gilt"; 2. eine nicht unternehmerisch tätige juristische Person mit Umsatzsteuer-Identifikationsnummer als Unternehmer;" 3. eine Person oder Personengemeinschaft, die nicht in den Anwendungsbereich der Z 1 und 2 fällt, als Nichtunternehmer. (6) Eine sonstige Leistung, die an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Empfänger sein Unternehmen betreibt. Wird die sonstige Leistung an die Betriebsstätte eines Unternehmers ausgeführt, ist stattdessen der Ort der Betriebsstätte maßgebend.""";;;;;;;;;;;;;;;;;;
"VAT-INTL-044,Keine sicherge Answer im Kontext finden. | VAT-INTL.txt | § 2,VAT-INTL.txt,§ 2,""Ort der sonstigen Leistung (5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt 1. als Unternehmer ein Unternehmer gemäß § 2, wobei ein Unternehmer, der auch nicht steuerbare Umsätze bewirkt, in Bezug auf alle an ihn erbrachten sonstigen Leistungen als Unternehmer gilt"; 2. eine nicht unternehmerisch tätige juristische Person mit Umsatzsteuer-Identifikationsnummer als Unternehmer;" 3. eine Person oder Personengemeinschaft, die nicht in den Anwendungsbereich der Z 1 und 2 fällt, als Nichtunternehmer. (6) Eine sonstige Leistung, die an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Empfänger sein Unternehmen betreibt. Wird die sonstige Leistung an die Betriebsstätte eines Unternehmers ausgeführt, ist stattdessen der Ort der Betriebsstätte maßgebend.""";;;;;;;;;;;;;;;;;;
"VAT-INTL-045,Keine sicherge Answer im Kontext finden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""(7) Eine sonstige Leistung, die an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt. Wird die sonstige Leistung von einer Betriebsstätte ausgeführt, gilt die Betriebsstätte als der Ort der sonstigen Leistung. (8) Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird. (9) Eine sonstige Leistung im Zusammenhang mit einem Grundstück wird dort ausgeführt, wo das Grundstück gelegen ist. Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: a) die sonstigen Leistungen der Grundstücksmakler und Grundstückssachverständigen"; b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen); c) die Einräumung von Rechten zur Nutzung von Grundstücken;"
VAT-INTL-046,Keine sichergehr Antwort im Kont-ext gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,(16) Der Bundesminister für Finanzen kann, um Doppelbesteuerungen, Nichtbesteuerungen oder Wettbewerbsverzerrungen zu vermeiden, durch Verordnung festlegen, dass sich bei sonstigen Leistungen, deren Leistungsort sich nach Abs. 6, 7, 12, 13 oder 14 bestimmt, der Ort der sonstigen Leistung danach richtet, wo die sonstige Leistung genutzt oder ausgewertet wird. Der Ort der sonstigen Leistung kann danach 1. statt im Inland als im Drittlandsgebiet gelegen und 2. statt im Drittlandsgebiet als im Inland gelegen behandelt werden.""";;;;;;;;;;;;;;;;;
"VAT-INTL-047,Keine sichre Antwort im Kontichtgefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""(16) Der Bundesminister für Finanzen kann, um Doppelbesteuerungen, Nichtbesteuerungen oder Wettbewerbsverzerrungen zu vermeiden, durch Verordnung festlegen, dass sich bei sonstigen Leistungen, deren Leistungsort sich nach Abs. 6, 7, 12, 13 oder 14 bestimmt, der Ort der sonstigen Leistung danach richtet, wo die sonstige Leistung genutzt oder ausgewertet wird. Der Ort der sonstigen Leistung kann danach 1. statt im Inland als im Drittlandsgebiet gelegen und 2. statt im Drittlandsgebiet als im Inland gelegen behandelt werden.""";;;;;;;;;;;;;;;;;;;;
"VAT-INTL-048,Keine sicherge Answer im Kontext finden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""c) die Einräumung von Rechten zur Nutzung von Grundstücken";" d) die sonstigen Leistungen zur Vorbereitung oder zur Koordinierung von Bauleistungen (zB die Leistungen von Architekten und Bauaufsichtsbüros). (10) Eine Personenbeförderungsleistung wird dort ausgeführt, wo die Beförderung bewirkt wird. Erstreckt sich eine Beförderungsleistung sowohl auf das Inland als auch auf das Ausland, so fällt der inländische Teil der Leistung unter dieses Bundesgesetz. Als inländischer Teil der Leistung gilt auch die Beförderung auf den von inländischen Eisenbahnverwaltungen betriebenen, auf ausländischem Gebiet gelegenen Anschlussstrecken, sowie die Beförderung auf ausländischen Durchgangsstrecken, soweit eine durchgehende Abfertigung nach Inlandstarifen erfolgt. Gleiches gilt für eine Güterbeförderungsleistung, wenn der Leistungsempfänger ein Nichtunternehmer im Sinne des Abs. 5 Z 3 ist.""";;;;;;;;;;;;;;;;;;;
"VAT-INTL-049,Keine sicherge Answer im Kontext finden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""c) die Einräumung von Rechten zur Nutzung von Grundstücken";" d) die sonstigen Leistungen zur Vorbereitung oder zur Koordinierung von Bauleistungen (zB die Leistungen von Architekten und Bauaufsichtsbüros). (10) Eine Personenbeförderungsleistung wird dort ausgeführt, wo die Beförderung bewirkt wird. Erstreckt sich eine Beförderungsleistung sowohl auf das Inland als auch auf das Ausland, so fällt der inländische Teil der Leistung unter dieses Bundesgesetz. Als inländischer Teil der Leistung gilt auch die Beförderung auf den von inländischen Eisenbahnverwaltungen betriebenen, auf ausländischem Gebiet gelegenen Anschlussstrecken, sowie die Beförderung auf ausländischen Durchgangsstrecken, soweit eine durchgehende Abfertigung nach Inlandstarifen erfolgt. Gleiches gilt für eine Güterbeförderungsleistung, wenn der Leistungsempfänger ein Nichtunternehmer im Sinne des Abs. 5 Z 3 ist.""";;;;;;;;;;;;;;;;;;;
"VAT-INTL-050,Eine Vermittlungenleistung an einem Nichtunternehmer wird an dem Orts der ausgeführten Umsätze erstattet. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""(7) Eine sonstige Leistung, die an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt. Wird die sonstige Leistung von einer Betriebsstätte ausgeführt, gilt die Betriebsstätte als der Ort der sonstigen Leistung. (8) Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird. (9) Eine sonstige Leistung im Zusammenhang mit einem Grundstück wird dort ausgeführt, wo das Grundstück gelegen ist. Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: a) die sonstigen Leistungen der Grundstücksmakler und Grundstückssachverständigen"; b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen); c) die Einräumung von Rechten zur Nutzung von Grundstücken;"
VAT-INTL-051,Die Maklerleistungen im Rahmen der Vermittlungen von Grundstücksverkäufen werden dort ausgeführt wo das Grundschlag gelegen ist nach dem genannten Kontext. Keine sichere Answer im Kontext gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,(7) Eine sonstige Leistung, die an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt. Wird die sonstige Leistung von einer Betriebsstätte ausgeführt, gilt die Betriebsstätte als der Ort der sonstigen Leistung. (8) Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird. (9) Eine sonstige Leistung im Zusammenhang mit einem Grundstück wird dort ausgeführt, wo das Grundstück gelegen ist. Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: a) die sonstigen Leistungen der Grundstücksmakler und Grundstückssachverständigen"; b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen); c) die Einräumung von Rechten zur Nutzung von Grundstücken;"
VAT-INTL-052,Keine sichre Antwort im Kontxt gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,11. die Vermietung beweglicher körperlicher Gegenstände, ausgenommen Beförderungsmittel";" 12. die Gewährung des Zugangs zu einem Erdgasnetz im Gebiet der Gemeinschaft oder zu einem an ein solches Netz angeschlossenes Netz, zum Elektrizitätsnetz oder zu Wärme- oder Kältenetzen sowie die Fernleitung, Übertragung oder Verteilung über diese Netze und die Erbringung anderer unmittelbar damit verbundener Dienstleistungen. (15) Bei einer in Abs. 14 bezeichneten sonstigen Leistung an eine juristische Person des öffentlichen Rechts, die Nichtunternehmer im Sinne des Abs. 5 Z 3 ist, verlagert sich der Ort der sonstigen Leistung vom Drittlandsgebiet ins Inland, wenn sie im Inland genutzt oder ausgewertet wird.""";;;;;;;;;;;;;
"VAT-INTL-053,""Frau Meier hat hier eine sonstige leistung im Zusammenhäng mit einem Grundstock ausgeführt und diese wird dort ausgefertigt, wo das Firmengründstock gelegen ist, nach dem Kontext des Gesetzes. | VAT-INTL.txt | nothing_found"",VAT-INTL.txt,nothing_found,""(7) Eine sonstige Leistung, die an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt. Wird die sonstige Leistung von einer Betriebsstätte ausgeführt, gilt die Betriebsstätte als der Ort der sonstigen Leistung. (8) Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird. (9) Eine sonstige Leistung im Zusammenhang mit einem Grundstück wird dort ausgeführt, wo das Grundstück gelegen ist. Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: a) die sonstigen Leistungen der Grundstücksmakler und Grundstückssachverständigen"; b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen); c) die Einräumung von Rechten zur Nutzung von Grundstücken;"
VAT-INTL-054,Eine Führung in einem Museums gilt als sonstiges Leistung, das an einen NichtUnternehmer im Sinse des Abs.5 Z 2 erbracht wird. | VAT-INTL.txt | nothing_found"",VAT-INTL.txt,nothing_found,""(11) Die folgenden sonstigen Leistungen werden dort ausgeführt, wo der Unternehmer ausschließlich oder zum wesentlichen Teil tätig wird: a) kulturelle, künstlerische, wissenschaftliche, unterrichtende, sportliche, unterhaltende oder ähnliche Leistungen, wie Leistungen im Zusammenhang mit Messen und Ausstellungen einschließlich der Leistungen der jeweiligen Veranstalter, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht werden"; b) Umschlag, Lagerung oder ähnliche Leistungen, die mit Beförderungsleistungen üblicherweise verbunden sind, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht werden; c) Arbeiten an beweglichen körperlichen Gegenständen und die Begutachtung dieser Gegenstände, soweit diese Leistungen an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht werden;" d) Restaurant- und Verpflegungsdienstleistungen.""";;;;;;;;;;;;;;
"VAT-INTL-055,Keine sichre Antwort im Kont-ext gefunden. | VAT-INTL.txt | nothing_found,VAT-INTL.txt,nothing_found,""11. die Vermietung beweglicher körperlicher Gegenstände, ausgenommen Beförderungsmittel";" 12. die Gewährung des Zugangs zu einem Erdgasnetz im Gebiet der Gemeinschaft oder zu einem an ein solches Netz angeschlossenes Netz, zum Elektrizitätsnetz oder zu Wärme- oder Kältenetzen sowie die Fernleitung, Übertragung oder Verteilung über diese Netze und die Erbringung anderer unmittelbar damit verbundener Dienstleistungen. (15) Bei einer in Abs. 14 bezeichneten sonstigen Leistung an eine juristische Person des öffentlichen Rechts, die Nichtunternehmer im Sinne des Abs. 5 Z 3 ist, verlagert sich der Ort der sonstigen Leistung vom Drittlandsgebiet ins Inland, wenn sie im Inland genutzt oder ausgewertet wird.""";;;;;;;;;;;;;;;;;;;
"VAT-INTL-056,""Reparaturarbeiten und Gutachten an Beweglichen Gepäck gehören zu den anderen sonstigen leistungsartigen Dienstleistungen, wenn sie für den Bedarfsbedürfnis des Unternehmerns durchgeführt werden, ohne dass Aufmerksamkeit vorliegt. | VAT-INTL.txt | § 3a"",VAT-INTL.txt,§ 3a,""Sonstige Leistung § 3a. (1) Sonstige Leistungen sind Leistungen, die nicht in einer Lieferung bestehen. Eine sonstige Leistung kann auch in einem Unterlassen oder im Dulden einer Handlung oder eines Zustandes bestehen. (1a) Einer sonstigen Leistung gegen Entgelt werden gleichgestellt: 1. Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes, der zum vollen oder teilweisen Vorsteuerabzug berechtigt hat, durch den Unternehmer – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen";" 2. die unentgeltliche Erbringung von anderen sonstigen Leistungen durch den Unternehmer – für Zwecke, die außerhalb des Unternehmens liegen, – für den Bedarf seines Personals, sofern keine Aufmerksamkeiten vorliegen. Z 1 gilt nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes.""";;;;;;;;;;;;;;;;;;;
"VAT-INTL-057,""Eine Restaurant- oder Catelingleistung an einem Nichtunternehmer wird an dem Standort ausgeführt, vom welchem aus der Unternehmer seine Betriebsstellen betreibt, falls diese mehrere Standorte haben. | VAT-INTL.txt | nothing_found"",VAT-INTL.txt,nothing_found,""(7) Eine sonstige Leistung, die an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt. Wird die sonstige Leistung von einer Betriebsstätte ausgeführt, gilt die Betriebsstätte als der Ort der sonstigen Leistung. (8) Eine Vermittlungsleistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 wird an dem Ort erbracht, an dem der vermittelte Umsatz ausgeführt wird. (9) Eine sonstige Leistung im Zusammenhang mit einem Grundstück wird dort ausgeführt, wo das Grundstück gelegen ist. Sonstige Leistungen im Zusammenhang mit einem Grundstück sind auch: a) die sonstigen Leistungen der Grundstücksmakler und Grundstückssachverständigen"; b) die Beherbergung in der Hotelbranche oder in Branchen mit ähnlicher Funktion (zB in Ferienlagern oder auf Campingplätzen); c) die Einräumung von Rechten zur Nutzung von Grundstücken;"
VAT-INTL-058,Die Leistung ist steuerlich dort ausgeführt zu betrachten, wo die Veranstaltung tatsächlich stattfindet, also in München. | VAT-INTL.txt | nothing_found"",VAT-INTL.txt,nothing_found,""d) Restaurant- und Verpflegungsdienstleistungen. (11a) Sonstige Leistungen betreffend die Eintrittsberechtigung sowie die damit zusammenhängenden sonstigen Leistungen für kulturelle, künstlerische, wissenschaftliche, unterrichtende, sportliche, unterhaltende oder ähnliche Veranstaltungen, wie Messen und Ausstellungen, werden dort ausgeführt, wo diese Veranstaltungen tatsächlich stattfinden, soweit diese Leistungen an einen Unternehmer im Sinne des Abs. 5 Z 1 und 2 erbracht werden. (12) 1. Die kurzfristige Vermietung eines Beförderungsmittels wird an dem Ort ausgeführt, an dem dieses Beförderungsmittel dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird. Als kurzfristig gilt eine Vermietung während eines ununterbrochenen Zeitraumes a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln.""";;;;;;;;;;;;;;;;;
"VAT-INTL-059,""Herr Meier muss die Vermietungssteuer in Hamburg entrichten, da das Motorboot ihm dort tatsächlich zur Verfügung stellt. | VAT-INTL.txt | nothing_found"",VAT-INTL.txt,nothing_found,""a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln. 2. Die Vermietung eines Beförderungsmittels, ausgenommen die kurzfristige Vermietung im Sinne der Z 1, wird an dem Ort ausgeführt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt hat, soweit diese Leistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht wird. Die Vermietung eines Sportbootes wird bei Vorliegen der Voraussetzungen des ersten Satzes jedoch an dem Ort ausgeführt, an dem das Sportboot dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird, wenn dieser Ort mit dem Ort, von dem aus der Unternehmer sein Unternehmen betreibt, oder mit dem Ort der Betriebsstätte, wenn die Leistung von der Betriebsstätte ausgeführt wird, übereinstimmt.""";;;;;;;;;;;;;;;;;;;;
"VAT-INTL-060,""Handelt es sich bei der Vermietung von Herrn Meiers Motorboot in Hamburg um eine kurzzeitige Vermietungsverhältnis gemäß Z 1? Nein, da Motorboote eine Ausnahme zu Z 1 sind und die Vermietung an dem Ort erfolgt, an dem es tatsächlich zur Verfügung steht, was hier Hamburg ist. | VAT-INTL.txt | nothing_found"",VAT-INTL.txt,nothing_found,""a) von nicht mehr als 90 Tagen bei Wasserfahrzeugen, b) von nicht mehr als 30 Tagen bei allen anderen Beförderungsmitteln. 2. Die Vermietung eines Beförderungsmittels, ausgenommen die kurzfristige Vermietung im Sinne der Z 1, wird an dem Ort ausgeführt, an dem der Leistungsempfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt hat, soweit diese Leistung an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 erbracht wird. Die Vermietung eines Sportbootes wird bei Vorliegen der Voraussetzungen des ersten Satzes jedoch an dem Ort ausgeführt, an dem das Sportboot dem Leistungsempfänger tatsächlich zur Verfügung gestellt wird, wenn dieser Ort mit dem Ort, von dem aus der Unternehmer sein Unternehmen betreibt, oder mit dem Ort der Betriebsstätte, wenn die Leistung von der Betriebsstätte ausgeführt wird, übereinstimmt.""";;;;;;;;;;;;;;;;;;;;
