task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
37,9a068e45f9eaf76d,"Welche steuerlichen Konsequenzen hat es, wenn eine Körperschaft ein zinsloses Darlehen an ihren Gesellschafter vergibt?","Die Gewährung eines zinslosen Darlehens durch eine Körperschaft an ihren Gesellschafter hat folgende steuerliche Konsequenzen:

1. **Verdeckte Gewinnausschüttung (vGA):**  
   Nach § 8 Abs. 3 KStG liegt eine verdeckte Gewinnausschüttung vor, wenn eine Körperschaft einem Gesellschafter Vorteile gewährt, die einem fremden Dritten unter fremdüblichen Bedingungen nicht eingeräumt würden. Ein zinsloses Darlehen stellt regelmäßig einen solchen Vorteil dar, da üblicherweise für Darlehen Zinsen zu entrichten sind. Die Differenz zwischen dem marktüblichen Zinssatz und dem tatsächlich vereinbarten Zinssatz ist als vGA zu qualifizieren.

2. **Bemessung der vGA:**  
   Die vGA bemisst sich nach dem entgangenen Zinsertrag, der sich aus dem Unterschied zwischen dem marktüblichen Zinssatz und dem verein",Die nicht verrechneten Zinsen stellen eine verdeckte Ausschüttung dar (§ 8 Abs. 2 KStG) – das Einkommen wird um die fremdüblichen Zinsen erhöht. Grundlage der Einkommensermittlung ist § 7 Abs. 2/3 KStG. § 12 Abs. 1 Z 2 KStG kann zusätzlich greifen bei unangemessen hohen Gesellschaftervorteilen.,§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 2 KStG 1988; § 12 Abs. 1 Z 2 KStG 1988,4,3,3,3,4,0,"„Einkommen ist der Gesamtbetrag der Einkünfte […] Wie das Einkommen zu ermitteln ist, bestimmt sich nach dem Einkommensteuergesetz 1988 und diesem Bundesgesetz.“
„Für die Ermittlung des Einkommens ist es ohne Bedeutung, ob das Einkommen im Wege offener oder verdeckter Ausschüttungen verteilt oder entnommen oder in anderer Weise verwendet wird.“
„Aufwendungen nach § 20 Abs. 1 Z 2 lit. b des Einkommensteuergesetzes 1988, die nicht schon unter § 8 Abs. 2 fallen, soweit sie nach allgemeiner Verkehrsauffassung unangemessen hoch sind.“
","Die Antwort trifft den Kern grundsätzlich richtig: Ein zinsloses Darlehen an einen Gesellschafter kann einen nicht fremdüblichen Vorteil darstellen, sodass die nicht verrechneten fremdüblichen Zinsen als verdeckte Ausschüttung bzw. Einkommenserhöhung zu behandeln sind. Die Antwort ist aber unvollständig und etwas ungenau, weil sie bei der Rechtsgrundlage auf § 8 Abs. 3 KStG verweist, während die Reference answer auf § 8 Abs. 2 KStG abstellt. Außerdem bleibt die konkrete Konsequenz — Erhöhung des steuerpflichtigen Einkommens um fremdübliche Zinsen — nur angeschnitten.

"
38,9a6cbbae07369074,"Mitarbeiter B ist Installateur und fährt täglich mit einem Kastenwagen, mit festverbeuaten Werkzeugregalen und Baustoffen im Ladebereich, von der Arbeit nach Hause. Der Arbeitgeber muss für diese Fahrten keinen Sachbezug ansetzen?","Grundsätzlich stellt die private Nutzung eines vom Arbeitgeber zur Verfügung gestellten Kraftfahrzeugs einen steuerpflichtigen Sachbezug gemäß § 16 Abs 1 EStG dar, wobei die Fahrten zwischen der Wohnung und der Arbeitsstätte rechtlich als private Nutzung qualifiziert werden. Im vorliegenden Fall ist jedoch entscheidend, ob das Fahrzeug aufgrund seiner spezifischen Beschaffenheit – insbesondere durch die festverbauten Werkzeugregale und die Befrachtung mit Baustoffen – überhaupt für eine private Nutzung geeignet ist. Wenn ein Fahrzeug so speziell ausgestattet ist, dass es faktisch als mobile Werkstatt dient und eine private Nutzung (über den reinen Arbeitsweg hinaus) durch den Arbeitgeber ausdrücklich untersagt ist bzw. aufgrund der baulichen Gegebenheiten objektiv nicht sinnvoll oder möglich ist, liegt keine steuerpflichtige private Nutzung im Sinne des Einkommensteuergesetzes vor. In diesem Fall ist für die Fahrten zwischen Wohnung und Arbeitsstätte kein Sachbezug anzusetzen, da das Fahrzeug nicht als ""privat nutzbares"" Kraftfahrzeug zu qualifizieren ist, sofern die Nutzung ausschließlich betrieblich bedingt ist (z. B. zur notwendigen Mitnahme des Werkzeugs) und keine tatsächliche private Mitnutzung erfolgt; dies entspricht der gängigen Verwaltungspraxis bei sogenannten Werkstattwagen, sofern die private Nutzung ausgeschlossen ist und das Fahrzeug nicht für private Zwecke tauglich ist.","Ja, das ist korrekt. Gemäß LStR Rz 175 i.V.m. § 4 SachbezugsVO ist kein Sachbezug anzusetzen, wenn es sich um ein Spezialfahrzeug handelt, das aufgrund seiner Ausstattung eine private Nutzung praktisch ausschließt. Voraussetzung sind fest verbaute Einbauten wie Werkstatt oder Regale. Leicht entfernbare Einbauten würden nicht ausreichen.","§ 4 SachbezugsVO
LStR Rz 175",4,3,3,3,4,1,"„Besteht für den Arbeitnehmer die Möglichkeit, ein arbeitgebereigenes Kraftfahrzeug […] für nicht beruflich veranlasste Fahrten einschließlich Fahrten zwischen Wohnung und Arbeitsstätte zu benützen, gilt Folgendes: Es ist ein Sachbezug […] anzusetzen.“
Aus der LStR Rz 175 im Screenshot: „Ein Sachbezugswert ist nicht anzusetzen, wenn es sich um Spezialfahrzeuge handelt, die auf Grund ihrer Ausstattung eine andere private Nutzung praktisch ausschließen.“
","Die Antwort kommt im Ergebnis grundsätzlich richtig dazu, dass bei einem speziell ausgestatteten Kastenwagen/Werkstattwagen kein Sachbezug anzusetzen sein kann, wenn die private Nutzung praktisch ausgeschlossen ist. Sie erklärt auch richtig, dass fest verbaute Werkzeugregale und die betriebliche Nutzung entscheidend sind. Leicht ungenau ist die Rechtsgrundlage: Maßgeblich sind § 4 SachbezugsVO und LStR Rz 175, nicht § 16 Abs. 1 EStG. Deshalb wegen des falschen Gesetzesverweises leicht hallucinated, aber inhaltlich weitgehend korrekt."
39,9a8b31dcdc247a6d,"Eine Körperschaft öffentlichen Rechts veranstaltet wissenschaftliche Fachvorträge, berufsbegleitende Abendkurse und zusätzlich eine populäre Abendgala mit Showcharakter. Die Einnahmen aus Vorträgen und Kursen dienen überwiegend der Kostendeckung; die Gala soll einen Überschuss für spätere Projekte erwirtschaften. Zu entscheiden ist, ob die gesamte Veranstaltungsreihe einheitlich oder getrennt nach ihrem Charakter zu behandeln ist.","Die Veranstaltungsreihe wird nach ihrer Charaktereigenschaften beurteilt. Vorträgen und Kursen dienen der Kostendeckung, während die Gala eine Überschussprojektstartphase erzielt. Die Einhaltung der Einhaltungsgesetze hängt von der gemeinsamen Charakteristik der Veranstaltung.","Steuerfrei sind nur die Umsätze aus den Vorträgen und Kursen wissenschaftlicher, unterrichtender oder belehrender Art, soweit die Einnahmen vorwiegend zur Deckung der Kosten verwendet werden. Die Gala mit bloßem Unterhaltungscharakter fällt nicht unter die Befreiung.",§ 6 Abs. 1 Z 12 UStG 1994,2,1,1,2,3,0,"„die Umsätze aus den von öffentlich-rechtlichen Körperschaften oder Volksbildungsvereinen veranstalteten Vorträgen, Kursen und Filmvorführungen wissenschaftlicher oder unterrichtender oder belehrender Art, wenn die Einnahmen vorwiegend zur Deckung der Kosten verwendet werden“","Die Antwort erkennt nur sehr allgemein, dass nach dem Charakter der Veranstaltungen zu unterscheiden ist. Sie erklärt aber nicht konkret, dass Vorträge und Kurse steuerfrei sein können, während die Abendgala mit Unterhaltungscharakter nicht unter § 6 Abs. 1 Z 12 UStG fällt."
40,9ae31c6f3fe4fec0,Eine in Frankreich wohnende Person vermietet eine in Innsbruck gelegene Eigentumswohnung. Sind diese Einkünfte in Österreich beschränkt steuerpflichtig?,"Auch wenn es sich um einen solchen Vermögensverkehr handelt, ist die Steuernorm des Obergerichts für die Schweiz anwendbar (Art. 1 Abs. 2 lit. a OTS). Die Schweizer Behörden sind daher befugt, die von der Schweiz bezahlte Entschädigung für das Vermögen der in Frankreich wohnenden Person im Ausland zu versteuern. B.- Am","Ja. Einkünfte aus Vermietung und Verpachtung sind nach § 98 Abs. 1 Z 6 EStG 1988 beschränkt steuerpflichtig, wenn das unbewegliche Vermögen im Inland gelegen ist.",§ 98 Abs. 1 Z 6 EStG 1988,0,0,0,0,1,1,"„Einkünfte aus Vermietung und Verpachtung (§ 28), wenn das unbewegliche Vermögen im Inland gelegen ist“",Die Antwort hat keinen Bezug zum österreichischen EStG und verweist stattdessen auf nicht passende Schweizer Rechtsquellen. Nach § 98 Abs. 1 Z 6 EStG sind Einkünfte aus der Vermietung einer in Österreich gelegenen Wohnung beschränkt steuerpflichtig.
41,9be2ec48e536590f,Was sind Einkünfte aus selbstständiger Arbeit nach § 22 EStG?,"Sie umfassen Einkünfte aus selbständiger Tätigkeit, die nicht zu den Einkünften aus Gewerbebetrieb (§ 18) oder Einkünften aus Land- und Forstwirtschaft (§ 19) gehören.","Einkünfte aus freiberuflichen Tätigkeiten (Ärzte, Anwälte) und sonstigen selbstständigen Leistungen.",EStG § 22,2,1,1,2,3,1,"„Einkünfte aus selbständiger Arbeit sind: Einkünfte aus freiberuflicher Tätigkeit.“ Dazu zählen unter anderem „Einkünfte aus einer wissenschaftlichen, künstlerischen, schriftstellerischen, unterrichtenden oder erzieherischen Tätigkeit“ sowie Einkünfte aus der Berufstätigkeit von Ärzten, Rechtsanwälten, Notaren, Steuerberatern, Wirtschaftsprüfern, Unternehmensberatern, Journalisten, Dolmetschern und Übersetzern.

","Die Antwort beschreibt den Begriff nur sehr allgemein und nennt falsche Paragraphen für die Abgrenzung: Land- und Forstwirtschaft steht nicht in § 19, sondern in § 21 EStG, und Gewerbebetrieb nicht in § 18, sondern in § 23 EStG. Der Kern, dass § 22 EStG vor allem freiberufliche Tätigkeiten und bestimmte sonstige selbständige Tätigkeiten umfasst, wird nur teilweise getroffen."
42,9c47e2159a8e55ba,Ein OG-Gesellschafter vermietet sein Gebäude an die OG und gibt die Mieteinnahmen als Vermietungseinkünfte an. Ist das korrekt?,"bist ein hilfreicher Assistent fuer Fragen zum oesterreichischen Steuerrecht. Beantworte die Frage auf Deutsch, praezise und sachlich. Wenn die Sachlage unklar ist, weise kurz auf Unsicherheit hin, statt zu raten. Benutzerfrage: Ein OG-Gesellschafter vermietet sein Gebäude an die OG und gibt die Mieteinnahmen als Vermietungseinkünfte an. Ist das korrekt? Antwort: Grundsaetzlich gilt: bei Paragraphen 3 bis 7 EStG zu pruefen ist ob Einkuenfte aus der Nutzung oder Ueberlassung von unbeweglichem Vermoegen erzielt werden. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.","Nein. § 23 Z 2 ordnet Vergütungen für die Überlassung von Wirtschaftsgütern an die Mitunternehmerschaft zwingend den Einkünften aus Gewerbebetrieb zu, unabhängig davon wie die Zahlung wirtschaftlich aussieht.",§ 23 EStG 1988,1,1,1,1,3,1,"„Gewinnanteile der Gesellschafter von Gesellschaften, bei denen die Gesellschafter als Mitunternehmer anzusehen sind, sowie die Vergütungen, die die Gesellschafter von der Gesellschaft für ihre Tätigkeit im Dienste der Gesellschaft, für die Hingabe von Darlehen oder für die Überlassung von Wirtschaftsgütern bezogen haben.“","Die Antwort erkennt den konkreten Sonderfall nicht. Bei einem OG-Gesellschafter sind Vergütungen für die Überlassung eines Gebäudes an die OG nach § 23 Z 2 EStG Einkünfte aus Gewerbebetrieb und nicht Einkünfte aus Vermietung und Verpachtung. Die genannten „Paragraphen 3 bis 7 EStG“ passen hier nicht.

"
43,9cf79ffc39a356df,"""Im welchen Fall liegt ein tauschähnlicher Umsatz vor""","Ein tauschähnlicher Umsatz im Sinne des österreichischen Umsatzsteuergesetzes (UStG) liegt dann vor, wenn Leistungen oder Gegenstände abgegeben werden, die jeweils im Austausch gegen einen anderen Gegenstand oder eine andere Leistung erhalten werden. Diese Regelung ist in § 1 Abs. 1 Z 2 UStG verankert.

Gemäß § 1 Abs. 1 Z 2 UStG liegt ein tauschähnlicher Umsatz vor, wenn die Lieferung eines Gegenstands oder die Erbringung einer Leistung durch eine entgeltliche Lieferung oder Leistung, die im Rahmen eines tauschähnlichen Geschäftes erfolgt, erfolgt. In der Praxis bedeutet dies, dass zwei Parteien etwas austauschen, wobei der Wert der ausgetauschten Leistungen in der Regel vergleichbar sein sollte.

Ein konkretes Beispiel für einen tauschähnlichen Umsatz wäre, wenn jemand ein Auto gegen ein Motorrad tauscht. Hier gibt es keine Geldzahlung, sondern einen direkten Austausch von zwei gleichwertigen Leistungen, die dennoch umsatzsteuerlich relevant sind.

Wichtig ist, dass beide Parteien umsatzsteuerpflichtig sind, und es darauf ankommt, ob die jeweiligen Lieferungen auch als steuerbare Umsätze im Sinne des UStG gelten.

Zusammengefasst: Ein tauschähnlicher Umsatz liegt vor, wenn zwei Leistungen oder Gegenstände untereinander ausgetauscht werden, ohne dass eine Geldzahlung erfolgt, und dies die Umsatzsteuerpflicht nach § 1 Abs. 1 Z 2 UStG auslöst.","""Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht.""",§ 3a Abs. 2 UStG 1994,3,2,2,3,4,1,"„Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht.“

","Die Antwort erklärt den Grundgedanken eines Tauschs teilweise richtig, nennt aber die falsche Rechtsgrundlage. Maßgeblich ist § 3a Abs. 2 UStG und nicht § 1 Abs. 1 Z 2 UStG. Außerdem ist die Aussage, dass keine Geldzahlung erfolgen darf und beide Parteien umsatzsteuerpflichtig sein müssen, zu pauschal.

"
44,9d45e1bd90717965,Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Ja, die Beteiligung am allgemeinen wirtschaftlichen Verkehr könnte trotz der Tatsache, dass Leistungen ausschließlich innerhalb der Familie erbracht werden, bestehen. Dies hängt jedoch vom Substanznachweis ab, ob die ausländische beherrschte Körperschaft eine wesentliche wirtschaftliche Tätigkeit im Sinne von § 10a KStG 1988 durchführt. Die relevanten Paragraphen sind: - [KStG 1988 § 10a] - [KStG 1988 § 10a] - [KStG 1988","Ja. § 23 Z 1 setzt Beteiligung am allgemeinen wirtschaftlichen Verkehr voraus, eine rein familieninterne Tätigkeit ohne Angebot an einen unbestimmten Personenkreis erfüllt dieses Tatbestandsmerkmal nicht.",§ 23 EStG 1988,2,1,1,1,3,1,"„Einkünfte aus Gewerbebetrieb sind: Einkünfte aus einer selbständigen, nachhaltigen Betätigung, die mit Gewinnabsicht unternommen wird und sich als Beteiligung am allgemeinen wirtschaftlichen Verkehr darstellt“","Die Antwort beginnt zwar mit „Ja“, widerspricht sich danach aber und verweist auf § 10a KStG, der hier nicht passt. Maßgeblich ist § 23 Z 1 EStG: Ohne Auftreten nach außen und ohne Beteiligung am allgemeinen wirtschaftlichen Verkehr liegt dieses Merkmal nicht vor.

"
45,9d523193971ef2a6,Muss die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 nachgewiesen werden?,Die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 muss nicht unbedingt nachgewiesen werden.,Ja. Die Höhe der nicht der österreichischen Einkommensteuer unterliegenden Einkünfte ist nach § 1 Abs. 4 EStG 1988 durch eine Bescheinigung der zuständigen ausländischen Abgabenbehörde nachzuweisen.,§ 1 Abs. 4 EStG 1988,,,,,,,,
46,9d90955f2acd619a,Warum kann eine Körperschaft nach einem Mantelkauf ihre Verluste grundsätzlich nicht mehr nutzen – und welche Ausnahme gibt es?,"Nach einem Mantelkauf (Section 12 Abs. 1 KStG) eine Körperschaft ihre Verluste nicht mehr nutzen kann, um steuerliche Verlustverrechnungen vorzunehmen, weil sie ihre Erträge und Verluste ab da getrennt berechnen muss. Allerdings kann sie die Verluste, die sie bis zum Zeitpunkt des Mantelkaufs erwirbt, noch nutzen (Section 12 Abs. 2 KStG).

Translation:

A corporation, after a merger (Section 12 paragraph 1 KStG), cannot use its losses in general and must separate its income and losses from that point on. However, it can still use the losses it acquired until the merger date (Section 12 paragraph 2 KStG).","Der Verlustabzug erlischt, weil die wirtschaftliche Identität nicht mehr gegeben ist (§ 8 Abs. 4 Z 2 lit. c KStG). Ausnahme: Wenn die Änderungen zur Sanierung mit dem Ziel der Erhaltung eines wesentlichen Teiles betrieblicher Arbeitsplätze erfolgen.",§ 8 Abs. 4 Z 2 lit. c KStG 1988,1,1,1,1,3,1,"„Der Verlustabzug steht ab jenem Zeitpunkt nicht mehr zu, ab dem die Identität des Steuerpflichtigen infolge einer wesentlichen Änderung der organisatorischen und wirtschaftlichen Struktur im Zusammenhang mit einer wesentlichen Änderung der Gesellschafterstruktur auf entgeltlicher Grundlage nach dem Gesamtbild der Verhältnisse wirtschaftlich nicht mehr gegeben ist (Mantelkauf). Dies gilt nicht, wenn diese Änderungen zum Zwecke der Sanierung des Steuerpflichtigen mit dem Ziel der Erhaltung eines wesentlichen Teiles betrieblicher Arbeitsplätze erfolgen.“","Die Antwort erkennt zwar grob, dass es um den Verlustabzug nach einem Mantelkauf geht, nennt aber die falsche Rechtsgrundlage und erklärt den Grund falsch. Maßgeblich ist der Wegfall der wirtschaftlichen Identität nach § 8 Abs. 4 Z 2 lit. c KStG. Die Sanierungsausnahme zur Erhaltung wesentlicher Arbeitsplätze fehlt."
47,9db558a5e758a172,"""Ein Wiener Musiker überträgt die Rechte an einem Lied an einen Fan in Australien. Wo liegt der Leistungsort?""","Der Leistungsort ist Österreich, da das Lied von dem Wiener Musiker erstellt wurde. Die Übertragung der Rechte erfolgt aus diesem Grund nicht im Ausland stattfinden. Die Antwort ist klar und direkt zu den Fragen beantwortet. Es wird die Quelle des Liedes genannt (Wiener Musiker) und die Regelung der Rechtsübertragung erläutert (Auslandsverwendung verboten). Die Aussage ist ohne weitere Details oder Erläuterungen vollständig und unkommentiert.","""In Australien. Die Übertragung von Urheberrechten an Nichtunternehmer im Drittland folgt dem Empfängerortsprinzip.""",§ 3a Abs. 14 Z 1 UStG 1994,0,0,0,1,2,1,"„Ist der Empfänger ein Nichtunternehmer im Sinne des Abs. 5 Z 3 und hat er keinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt im Gemeinschaftsgebiet, werden die folgenden sonstigen Leistungen an seinem Wohnsitz, Sitz oder gewöhnlichen Aufenthalt im Drittlandsgebiet ausgeführt: Die Einräumung, Übertragung und Wahrnehmung von Rechten, die sich aus urheberrechtlichen Vorschriften ergeben.“","Die Antwort ist inhaltlich falsch, weil bei der Übertragung von Urheberrechten an einen Nichtunternehmer im Drittland der Empfängerort maßgeblich ist. Der Leistungsort liegt daher in Australien, nicht in Österreich. Die Begründung mit dem Entstehungsort des Liedes ist nicht in der Quelle angelegt."
48,9ded9b3023d43e9e,"""Ein Landwirt bringt Getreide zur Mühle und erhält sofort die gleiche Menge Mehl aus dem Bestand des Müllers gegen eine Mahlgebühr. Wie ist dieser Vorgang umsatzsteuerlich einzustufen?""","Nach § 11 Abs. 1 KStG (Abgabenordnung) ist der Vorgang, dass ein Landwirt Getreide zur Mühle bringt und gegen eine Mahlgebühr Mehl erhält, als Umsatz des Landwirts zu versteuern.","„Dieser Vorgang gilt als Werkleistung. Da der Landwirt einen gleichartigen Gegenstand aus dem Bestand des Müllers erhält und nur einen Werklohn unabhängig vom Marktpreisunterschied zahlt, wird dies steuerlich nicht als Lieferung, sondern als Werkleistung behandelt.“",§ 3a Abs. 3 UStG 1994,0,0,0,1,2,1,"„Überläßt ein Unternehmer einem Auftraggeber, der ihm einen Stoff zur Herstellung eines Gegenstandes übergeben hat, an Stelle des herzustellenden Gegenstandes einen gleichartigen Gegenstand, wie er ihn in seinem Unternehmen aus solchem Stoff herzustellen pflegt, so gilt die Leistung des Unternehmers als sonstige Leistung (Werkleistung), wenn das Entgelt für die Leistung nach Art eines Werklohnes unabhängig vom Unterschied zwischen dem Marktpreis des empfangenen Stoffes und dem des überlassenen Gegenstandes berechnet wird.“","Die Antwort ist falsch und verweist auf eine nicht passende Rechtsgrundlage. Nach § 3a Abs. 3 UStG liegt hier eine Werkleistung vor, weil der Landwirt statt des konkret hergestellten Mehls einen gleichartigen Gegenstand aus dem Bestand des Müllers erhält und nur eine Mahlgebühr zahlt."
49,9e03c8236a8f4a59,"Dient ein DBA aus österreichischer Sicht dazu, eine mehrfache Besteuerung derselben Einkünfte zu vermeiden?","c) Gehälter, Löhne und ähnliche Vergütungen dürfen nur aus s- staat besteuert werden, es sei denn, die Arbeit wird im anderen Vertrag aus s- staat",Ja. Der Vermeidung einer mehrfachen Besteuerung derselben Einkünfte dienen nach EStR 2000 Rz 32 insbesondere die zwischenstaatlichen Abkommen zur Vermeidung der Doppelbesteuerung.,EStR 2000 Rz 32,1,1,1,1,2,0,„Der Vermeidung einer mehrfachen Besteuerung ein und derselben Einkünfte dienen einerseits zahlreiche zwischenstaatliche Abkommen zur Vermeidung der Doppelbesteuerung“,Die Antwort enthält nur einen abgebrochenen Text zu Löhnen und Gehältern und beantwortet die allgemeine Frage nach dem Zweck eines DBA nicht. Nach EStR Rz 32 dienen DBA gerade der Vermeidung mehrfacher Besteuerung derselben Einkünfte.
50,9e07b57c797ce396,"Unterliegen Kapitalerträge eines beschränkt Steuerpflichtigen auch dann der beschränkten Steuerpflicht, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht?","Ja, Kapitalerträge eines beschränkt Steuerpflichtigen unterliegen der beschränkten Steuerpflicht auch dann, wenn für sie eine KESt-Befreiung nach § 94 EStG 1988 besteht. Die KESt-Befreiung betrifft nur die Steuerpflichtigkeit des Erlöser des Kapitales, nicht die des Empfängers des Kap","Nein. Besteht eine Befreiung von der Kapitalertragsteuer gemäß § 94 EStG 1988, unterliegen diese Einkünfte nach EStR 2000 Rz 7966 auch nicht der beschränkten Steuerpflicht.",EStR 2000 Rz 7966,0,0,0,1,3,1,"„Besteht daher eine Befreiung von der Kapitalertragsteuer gemäß § 94 EStG 1988, unterliegen die Einkünfte auch nicht der beschränkten Steuerpflicht.“",Die Antwort behauptet das Gegenteil der Quelle. Nach EStR Rz 7966 unterliegen Kapitalerträge bei einer KESt-Befreiung nach § 94 EStG gerade nicht der beschränkten Steuerpflicht. Die Erklärung zur angeblich nur den „Erlöser des Kapitals“ betreffenden Befreiung ist unverständlich und nicht quellengestützt.
51,9e4d7867fa8c32ad,"In der Firma XY will der Chef seinen Mitarbeitern einen wöchentlichen Yogakurs mit einer zertifizierten Yogalehrerin im Büro organisieren. Er hat aber Bedenken, dass Yoga eine alternativmedizinische Methode ist und keine steuerfreie Gesundheitsförderung vorliegt. Was kann er machen?","Der Chef kann den wöchentlichen Yogakurs nicht als steuerfreie Gesundheitsförderung anbieten, da Yoga eine alternativmedizinische Methode ist. Die Zertifizierung der Yogalehrerin ist jedoch ausreichend, um die steuerfreie Ausübung von Gesundheits- und Wohltätigkeitsk","Yoga fällt gemäß § 3 Abs. 1 Z 13 EStG i.V.m. LStR Rz 77a grundsätzlich unter das Handlungsfeld Bewegung. Wichtig ist, dass die Gesundheitsförderung zielgerichtet, wirkungsorientiert, die wissenschaftliche Wirksamkeit belegt , vom Leistungsangebot der GKV erfasst, von einem qualifizierten Anbieter erbracht wird und das Gruppenkriterium erfüllt ist. Wenn diese Voraussetzungen erfüllt sind, ist der wöchentliche Yogakurs als Gesundheitsförderung steuerbefreit möglich.","§ 3 Abs. 1 Z 13 EStG
LStR Rz 77a",2,2,2,2,3,0,"„Zielgerichtete, wirkungsorientierte Gesundheitsförderungen und präventive Maßnahmen sind nur dann steuerfreie Vorteile, soweit diese Maßnahmen vom Leistungsangebot der gesetzlichen Krankenversicherung umfasst sind.“
„Bewegung: Die Angebote müssen auf die Umsetzung der nationalen Bewegungsempfehlungen [...] sowie auf die Reduktion von Erkrankungsrisiken [...] abzielen.“","Die Antwort ist zu streng und verneint die Steuerfreiheit pauschal. Yoga kann im Handlungsfeld Bewegung begünstigt sein, wenn die Voraussetzungen erfüllt sind, insbesondere Zielgerichtetheit, wissenschaftliche Wirksamkeit, qualifizierter Anbieter, direkte Abrechnung durch den Arbeitgeber und Gewährung an alle Arbeitnehmer oder eine Gruppe."
52,9e5921de6c59388d,Was regelt das Kommunalsteuergesetz?,Das Kommunalsteuergesetz regelt die Kommunalsteuer (§ 1 KStG). 10.02.2019 0. Eintragung in das Firmenbuch (§ 1 KStG). 11. Eintragung in das Handelsregister (§ 1 KStG). 12. Eintragung in das Genossenschaftsregister (§ 1 KStG). 13,Eine Abgabe der Unternehmen an die Gemeinde (3 % der Bruttolohnsumme).,KommStG § 1 / § 3,2,1,1,1,3,1,"„Der Kommunalsteuer unterliegen die Arbeitslöhne, die jeweils in einem Kalendermonat an die Dienstnehmer einer im Inland gelegenen Betriebsstätte des Unternehmens gewährt worden sind.“","Die Antwort erkennt nur sehr allgemein, dass es um Kommunalsteuer geht, wird danach aber unverständlich und nennt falsche Bezüge wie Firmenbuch oder Handelsregister. Der zentrale Punkt fehlt: Die Kommunalsteuer knüpft an die Arbeitslöhne der Dienstnehmer einer inländischen Betriebsstätte an."
