id;answer;
GRESt-AT-070;Ja, die Abtretung des Anspruchs auf Übereignung eines Grundstücks ist grunderwerbsteuerpflichtig gemäß § 1 Abs 1 Z 1 GrEStG 1987, da der Übergang des wirtschaftlichen Eigentums bereits mit der Abtretung des Anspruchs erfolgt.;
GRESt-AT-071;Der Verkauf eines in Italien gelegenen Grundstücks durch einen österreichischen Staatsbürger an einen anderen Privaten ist nicht nach dem Grunderwerbsteuergesetz 1987 (GrEStG 1987) steuerbar, da der Tatbestand des § 1 Abs. 1 GrEStG 1987 nicht erfüllt ist, weil das Grundstück nicht in Österreich liegt (§ 1 Abs. 1 GrEStG 1987).;
GRESt-AT-072;Die Bemessungsgrundlage für die Grunderwerbsteuer (GrESt) bei einer unentgeltlichen Übertragung einer Liegenschaft bildet grundsätzlich der Wert der Liegenschaft, welcher sich aus § 3 Abs 1 GrEStG iVm § 6 Abs 1 und 2 GrEStG ergibt, wobei als Wert der Liegenschaft der gemeine Wert zum Zeitpunkt der Einräumung des Rechts gilt (§ 6 Abs 2 GrEStG).;
GRESt-AT-073;Die Teilung eines Grundstücks unter Miteigentümern kann unter bestimmten Voraussetzungen steuerfrei sein. Laut § 3 Abs. 1 Z 1 EStG ist die unentgeltliche Übertragung von Wirtschaftsgütern, insbesondere auch die Aufteilung von Grundstücken unter Miteigentümern, steuerfrei, wenn sie im Rahmen einer ehelichen oder einer mit der Ehe vergleichbaren Lebensgemeinschaft erfolgt oder wenn die Übertragung aufgrund einer Erbteilung oder einer Teilung unter Miteigentümern erfolgt.   Wenn jedoch, wie im beschriebenen Fall, ein Miteigentümer ein deutlich wertvolleres Teilgrundstück erhält, als es seinem bisherigen Bruchteil entspricht, liegt eine teilweise entgeltliche und teilweise unentgeltliche Übertragung vor;
GRESt-AT-074;Der Erwerb eines Grundstücks durch einen Privaten von einer Gemeinde zur besseren Gestaltung von Bauland kann unter bestimmten Umständen steuerfrei sein. Gemäß § 6 Abs. 1 Z 5 UStG (UmgrStG - Umgründungssteuergesetz ist nicht anwendbar, es ist das UStG gemeint, jedoch ist die Übertragung von Grundstücken durch die öffentliche Hand in § 4 Abs. 1 UStG und in § 6 Abs. 1 Z 5 UStG nicht explizit genannt) ist die Übertragung von Grundstücken durch die öffentliche Hand nicht explizit als steuerfreie Leistung genannt, jedoch kann hier § 4 Abs. 1 UStG einschläg;
GRESt-AT-075;Ja, gemäß § 1 Abs 1 Z 1 lit g GrEStG 1987 ist der Grundstückserwerb im Rahmen eines Zusammenlegungsverfahrens grunderwerbsteuerfrei, wenn die Zusammenlegung auf Grund eines Gesetzes, wie zB dem Flurbereinigungsgesetz, durchgeführt wird.;
GRESt-AT-076;Nein, § 2 Abs 1 GrEStG erfasst nur Grundstücke, nicht jedoch Maschinen und Anlagen, die fest mit dem Grundstück verbunden sind;" dies ist bei einer fest installierten Produktionsmaschine jedoch regelmäßig der Fall."""
GRESt-AT-077;Ja, gemäß § 1 Abs. 1 GrEStG ist auch die wirtschaftliche Verfügungsmacht über ein inländisches Grundstück grunderwerbsteuerlich relevant, wenn diese nicht durch einen formellen Übereignungsanspruch begründet wird, jedoch eine faktische Verfügungsmacht besteht.;
GRESt-AT-078;Ja, gemäß § 1 Abs 1 Z 1 GrEStG 1987 fällt Grunderwerbsteuer an, da der Übergang des Eigentums an einem inländischen Grundstück erfasst wird, unabhängig von einem vorangegangenen Kaufvertrag.;
GRESt-AT-079;Der bloße Rechtserwerb unterliegt gemäß § 1 Abs. 1 GrEStG nicht der Grunderwerbsteuer, da es an einem schuldrechtlichen Geschäft fehlt.;
GRESt-AT-080;Ja, die Zahlung an den Dritten gehört zur grunderwerbsteuerlichen Gegenleistung gemäß § 5 Abs. 1 GrEStG, da sie in einem unmittelbaren Zusammenhang mit dem Grundstückserwerb steht und als Teil der Gegenleistung für den Erwerb des Grundstücks betrachtet werden kann.;
GRESt-AT-081;Ja, gemäß § 16 Abs 1 GrEStG kann auf Antrag von der Festsetzung der Steuer abgesehen werden, wenn ein Erwerbsvorgang, für den die Steuer entstanden ist, rückgängig gemacht wird.;
VAT-INTL-001;Eine sonstige Leistung im Sinne des Umsatzsteuergesetzes (UStG) ist jede Leistung, die kein Lieferung ist (§ 3 Abs. 9 UStG). Sonstige Leistungen können beispielsweise Dienstleistungen, Rechteüberlassungen oder die Einräumung von Nutzungsbefugnissen sein (§ 3 Abs. 9 UStG).;
VAT-INTL-002;"Eine ""sonstige Leistung"" i.S.v. § 3 Abs 9 UStG 1994 liegt vor, wenn eine Leistung keine Lieferung ist und auch nicht als Lieferung gilt, z.B. Dienstleistungen wie Beratungen, Reparaturen oder Vermietungen.";
VAT-INTL-003;"Sonstige Leistungen gegen Entgelt, die gleichgestellt werden, sind gemäß § 3 Abs 1 UStG (Umsatzsteuergesetz) auch die sogenannte ""unentgeltliche"" Leistung, wenn sie für den Unternehmer ausgeführt wird und dieser sie für sein Unternehmen nutzt";
VAT-INTL-004;Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals gilt als sonstige Leistung gemäß § 3 Abs 9 UStG, wenn der Gegenstand zum vollen oder teilweisen Vorsteuerabzug zugelassen war und der private Gebrauch nicht nur unbedeutend ist.;
VAT-INTL-005;Die unentgeltliche Erbringung anderer sonstiger Leistungen für private Zwecke oder den Bedarf des Personals gilt als steuerbare Leistung gemäß § 3 Abs 1 UStG (UmgrStG), wenn sie von einem Unternehmer erbracht wird und für den Bedarf des Personals oder für private Zwecke bestimmt ist.;
VAT-INTL-006;Ein tauschähnlicher Umsatz liegt vor, wenn ein Unternehmer eine Leistung erbringt und als Gegenleistung eine andere Leistung erhält, ohne dass ein Geldbetrag ausgetauscht wird, vgl. § 3 Abs 1 UStG.;
VAT-INTL-007;Die Überlassung eines gleichartigen Gegenstandes anstelle des herzustellenden Gegenstandes gilt als sonstige Leistung gemäß § 3 Abs 4 UStG 1994, wenn der Gegenstand nicht zur Weiterverwendung überlassen wird.;
VAT-INTL-008;Als Entgelt für eine sonstige Leistung im Sinne eines tauschähnlichen Umsatzes gilt alles, was der Empfänger der Leistung aufwendet, um die Leistung zu erhalten, einschließlich etwaiger Geldleistungen, aber auch die Überlassung von Gegenständen oder Rechten (§ 4 Abs 1 und § 1 Abs 1 UStG 1972).;
VAT-INTL-009;Eine Werkleistung ist die Verpflichtung, ein bestimmtes Werk oder eine bestimmte Leistung zu erbringen, wobei der Erfolg geschuldet wird (§ 1174 ABGB).;
VAT-INTL-010;Ja, gemäß § 3 Abs 9 UStG kann eine sonstige Leistung auch ohne aktives Tun des Unternehmers vorliegen, wenn beispielsweise ein Unternehmer eine Leistung durch Unterlassen oder Dulden erbringt.;
VAT-INTL-011;Nach § 3 Abs 1 UStG (UmgrStG)  sind Lieferungen und sonstige Leistungen grundsätzlich danach abzugrenzen, ob ein Unternehmer einen Gegenstand überträgt (Lieferung) oder eine Handlung oder einen Zustand herbeiführt (sonstige Leistung).;
VAT-INTL-012;Eine unentgeltliche sonstige Leistung gilt als entgeltlich, wenn sie im Rahmen eines tauschähnlichen Verhältnisses erbracht wird (§ 1 Abs 1 UStG iVm § 3 Abs 4 UStG).;
VAT-INTL-013;Ein tauschähnlicher Umsatz liegt vor, wenn eine Leistung nicht in Geld vergütet wird, sondern durch eine andere Leistung oder ein anderes Entgelt, § 3 Abs 4 UStG.;
VAT-INTL-014;Es liegt ein tauschähnlicher Umsatz vor, bei dem der Wert des Laptops als Gegenleistung gilt (§ 3 Abs 1 UStG). Der Umsatz ist daher als tauschähnlicher Umsatz zu behandeln und unterliegt der Umsatzsteuer. Der Wert des Laptops ist als Entgelt anzusehen (§ 4 Abs 2 UStG).;
VAT-INTL-015;Dieser Umsatz ist als Tauschvorgang gemäß § 3 Abs. 1 UStG (Umsatzsteuergesetz) zu qualifizieren, wobei die kostenlosen Mahlzeiten als Gegenleistung für die erbrachten Fotografenleistungen gelten.;
VAT-INTL-016;Die Leistung des Schneiders ist als Werkvertrag (§ 1170 ABGB) zu beurteilen, da ein bestimmter Erfolg (Anfertigung eines Anzugs) geschuldet ist, jedoch liegt ein verdeckter Werkvertrag vor, da der Schneider einen bereits fertigen Anzug liefert und nicht eigens für den Kunden anfertigt;
VAT-INTL-017;Es liegt ein Werklohn vor, der als Entgelt für die Herstellung eines Tisches gilt und somit als Umsatz gemäß § 1 Abs 1 UStG (Umsatzsteuergesetz) zu behandeln ist;
VAT-INTL-018;Die umsatzsteuerliche Behandlung hängt davon ab, ob der Eventmanager als Vermittler oder als Leistungsempfänger gilt (§ 3 Abs. 1 UStG). Wenn er lediglich vermittelt, unterliegt seine Vermittlungsleistung dem Regelsteuersatz (§ 12 Abs. 1 UStG). Wenn er jedoch die Leistung selbst empfängt und weiterleitet, gilt er als Leistungsempfänger und muss die Leistung selbst versteuern (§ 13b Abs. 1 UStG).;
VAT-INTL-019;Die Leistung wird als durchlaufende Posten (§ 3 Abs 1 UStG) behandelt, wenn der Unternehmer die Leistung im eigenen Namen, aber für Rechnung des Kunden (Weiterverrechnung) erbringt;
VAT-INTL-020;Die Leistung des Reisebüros ist als Vermittlungsleistung gemäß § 3 Abs. 1 UStG 1994 umsatzsteuerfrei, wenn es im Namen und auf Rechnung des Kunden handelt;
VAT-INTL-021;Der Ort der Leistung für die Umsatzsteuer ist Österreich (§ 3 Abs. 6 UStG), da der Leistungsempfänger, die Privatperson, in Wien lebt und es sich um eine nichtunternehmerische Leistung handelt, somit gilt die Ortsregelung des § 3 Abs. 6 UStG.;
VAT-INTL-022;Der steuerliche Leistungsort für die Mobilfunkleistungen ist gemäß § 3 Abs. 1 UStG (UmgrStG) iVm Art. 10 Abs. 1 MwStSystRL (Mehrwertsteuer-Systemrichtlinie) und § 1 Abs. 1 Z 1 UStG (UmgrStG) Österreich, da die Leistungen an einen Nichtunternehmer (Privatperson) erbracht werden, der sich längerfristig (mehr als 6 Monate) in Österreich aufhält und die Leistungen hier nutzt.;
VAT-INTL-023;Ja, gemäß § 3 Abs. 11 UStG iVm Art. 7 Abs. 1 MwStVO gilt das Prinzip des Wohnsitzes des Empfängers für elektronische Dienstleistungen an Nichtunternehmer, somit hat das US-Unternehmen für Umsätze an die österreichische GmbH  österreichische USt zu berücksichtigen.;
VAT-INTL-024;Der steuerliche Leistungsort für die Mobilfunkrechnungen bestimmt sich nach § 3 Abs 6 UStG (Umkehrschluss) iVm Art 53 Abs 1 MwStSystRL. Da es sich um Telekommunikationsdienstleistungen handelt, gilt der Ort, an dem der Empfänger ansässig ist, als Leistungsort. Da die Privatperson ihren Wohnsitz in Österreich hat, gilt Österreich als Leistungsort (§ 1 Abs 1 UStG).;
VAT-INTL-025;Die Leistung gilt als im Ausland (Brasilien) ausgeführt, da es sich um eine grenzüberschreitende Vermietung handelt;
VAT-INTL-026;Der Ort der Leistung für die Umsatzsteuer befindet sich gemäß § 3 Abs. 6 UStG (Umsatzsteuergesetz) am Sitz des Leistungsempfängers, in diesem Fall also in der Schweiz, da die Privatperson dort ihren Wohnsitz hat.;
VAT-INTL-027;Die Leistung ist in Österreich steuerbar, da es sich um eine unselbstständige Leistung im Zusammenhang mit einem inländischen Verfahren handelt (§ 3 Abs 1 UStG iVm § 1 Abs 1 UStG).;
VAT-INTL-028;Im Sinne der Bestimmungen über den Ort der sonstigen Leistung gilt als Nichtunternehmer gemäß § 3 Abs. 1 UStG (Umsatzsteuergesetz) eine Person, die keine Unternehmereigenschaft besitzt, insbesondere also keine nachhaltige und selbstständige Tätigkeit zur Erzielung von Einnahmen ausübt.;
VAT-INTL-029;Es liegt ein tauschähnlicher Umsatz iSd § 3 Abs 1 UStG vor, da der Influencer als Entgelt für die Werbung das Smartphone erhält.;
VAT-INTL-030;Der Ort der sonstigen Leistung (hier: Online-Kampagne) bestimmt sich nach § 3 Abs 6 UStG (Umkehrschluss aus § 3 Abs 6a UStG) iVm Art 44 MwStSystRL;
VAT-INTL-031;Die Leistung ist in Österreich steuerpflichtig, da der IT-Spezialist aus Graz stammt und die Leistung von dort aus erbringt (§ 1 Abs 1 UStG;
VAT-INTL-032;Nein, es handelt sich nicht um eine Katalogleistung gemäß § 3 Abs. 11 UStG, da die Vermietung eines PKWs an einen Schweizer Touristen für zwei Wochen keine typische, auf Dauer angelegte Vermietung darstellt;
VAT-INTL-033;Der Leistungsort liegt gemäß § 29 Abs. 1 BAO am Ort der tatsächlichen Leistung, in diesem Fall Australien als Wohnsitz des Empfängers der Leistung.;
VAT-INTL-034;Der Leistungsort liegt gemäß § 3 Abs 6 UStG (UmgrStG) bzw. Art 10 Abs 1 MwStSystRL iVm § 1 Abs 1 UStG in Österreich, da der Unternehmer (Energieversorger) in Österreich ansässig ist und die Leistung (Zugang zum Gasnetz) von Österreich aus erbringt.;
VAT-INTL-035;Der Bundesminister für Finanzen verfolgt mit der Anwendung des § 3a Abs. 16 UStG das Ziel, die Umsatzsteuerpflichtigen bei der elektronischen Übermittlung von Rechnungen und der Abgabe von Vorsteueranmeldungen zu unterstützen und zu entlasten, insbesondere durch die Einführung einer verpflichtenden elektronischen Rechnungsübermittlung (§ 3a Abs. 16 UStG iVm § 18 Abs. 1 UStG).;
VAT-INTL-036;"Nach § 3a Abs. 16 UStG kann sich der Leistungsort durch eine Verordnung in zwei Richtungen verschieben:  zum einen kann durch eine Rechtsverordnung bestimmt werden, dass § 3a Abs. 1-15 UStG  nicht anzuwenden sind (sog. ""Opting-out""),  zum anderen kann durch eine Rechtsverordnung bestimmt werden, dass die Regelungen über den Leistungsort für bestimmte Umsätze auch für nicht im Gemeinschaftsgebiet ansässige Unternehmer gelten (§ 3a Abs. 16 S. 2 UStG).";
VAT-INTL-037;Dieser Vorgang ist als Tauschvorgang gemäß § 3 Abs. 1 UStG (Umsatzsteuergesetz) einzustufen, wobei die Mahlgebühr als Entgelt für die Leistung des Müllers gilt. Der Landwirt erbringt eine Lieferung von Getreide und erhält als Gegenleistung Mehl und eine Mahlgebühr. Der Vorgang unterliegt der Umsatzsteuer, wobei der Mülle als Steuerschuldner gilt (§ 13a UStG).;
VAT-INTL-038;Für die Weiterverrechnung einer Stadtführung durch ein Reisebüro gilt gemäß § 12 Abs. 2 UStG (UmgrStG) der ermäßigte Steuersatz von 10%, wenn es sich um eine touristische Leistung handelt, die als einheitliche Leistung anzusehen ist.;
VAT-INTL-039;Der Ort der Leistung ist gemäß § 3 Abs. 1 UStG 1994 iVm Art. 53 MwStSystRL Österreich, da die Leistung (Catering) direkt mit dem Messeeintritt in Wien verbunden ist und somit als in Österreich erbracht gilt.;
VAT-INTL-040;Die Leistung ist in Österreich steuerpflichtig, da es sich um eine grenzüberschreitende Dienstleistung handelt, die von einem österreichischen Unternehmer (§ 2 UStG) erbracht wird. Die Besteuerung erfolgt gemäß § 3 Abs 6 UStG iVm § 1 Abs 1 UStG.;
VAT-INTL-041;Der Leistungsort für den Verzicht auf die Gründung eines eigenen IT-Unternehmens liegt gemäß § 29 Abs. 1 BAO (Bundesabgabenordnung) und § 3 Abs. 1 EStG (Einkommensteuergesetz) am Wohnsitz des Softwareentwicklers in Österreich, da die Verpflichtung zum Unterlassen (Verzicht auf Unternehmensgründung) hier erfüllt wird.;
VAT-INTL-042;"Ja, das ist eine sogenannte ""sonstige Leistung"" gemäß § 3 Abs 9 UStG, da Herr Stolz als Unternehmer (Baunternehmen) eine Leistung (Hausrenovierung) an seinen Freund Markus erbracht hat, die nicht zu seinem gewöhnlichen Geschäftsverkehr gehört.";
VAT-INTL-043;Nein, es handelt sich nicht um eine sonstige Leistung gemäß § 3 Abs 1 UStG, da die Übernachtung auf einem Unternehmensgrundstück zwischen Bekannten und ohne erkennbare Geschäftsbeziehung stattfindet;
VAT-INTL-044;Ja, Herr Müller muss den privaten Nutzungswert des Firmenwagens als Einkünfte aus Gewerbebetrieb (§ 6 Abs. 1 Z 4 EStG) versteuern, da es sich um eine unentgeltliche Überlassung des Firmenwagens für private Zwecke handelt;
VAT-INTL-045;Die Personengemeinschaft muss den nicht unternehmerischen Einsatz des Fahrrads als unentgeltliche Wertabgabe nach § 3 Abs. 9a UStG und § 10 Abs. 2 UStG versteuern, da der Vorsteuerabzug ursprünglich vollständig geltend gemacht wurde.;
VAT-INTL-046;Die Leistung gilt gemäß § 3 Abs 6 UStG als in Wien ausgeführt, da der Sitz der Werbeagentur (Empfänger der Leistung) in Wien liegt und es sich um eine nicht in § 3 Abs 4 UStG genannte Leistung handelt.;
VAT-INTL-047;Die Leistung gilt gemäß § 3 Abs. 11 UStG als in Linz ausgeführt, da es sich um eine Leistung an die Filiale in Linz handelt.;
VAT-INTL-048;Die Leistung gilt gemäß § 3 Abs. 6 UStG als in Graz ausgeführt, da es sich um eine Werkleistung an einem unbeweglichen Gegenstand (Wohnzimmer) handelt und dieser in Graz belegen ist.;
VAT-INTL-049;Die Leistung gilt gemäß § 3 Abs. 6 UStG als in Graz ausgeführt, da die Leistung von der Filiale in Graz organisiert wurde und somit der Ort der Leistungserbringung Graz ist.;
VAT-INTL-050;Die Vermittlungsleistung an einen Nichtunternehmer ist gemäß § 3 Abs 6 UStG 1994 und Art 44 MwStSystRL am Ort des nichtunternehmerischen Leistungsempfängers erbracht.;
VAT-INTL-051;Die Maklerleistung gilt als sonstige Leistung im Zusammenhang mit einem Grundstück gemäß § 3 Abs 4 UStG. Der Ort der Leistung ist gemäß § 3 Abs 6 UStG der Ort, an dem das Grundstück liegt.;
VAT-INTL-052;Es handelt sich um eine sonstige Leistung im Zusammenhang mit einem Grundstück gemäß § 3 Abs 9 UStG, der Leistungsort liegt gemäß § 3 Abs 6 UStG am Belegenheitsort des Grundstücks.;
VAT-INTL-053;Die Leistung gilt als sonstige Leistung im Zusammenhang mit einem Grundstück gemäß § 3 Abs 9 UStG, und zwar als erbracht am Ort der Belegenheit des Grundstücks, § 3 Abs 6 UStG iVm § 1 Abs 1 UStG.;
VAT-INTL-054;Eine Führung in einem Museum gilt als sonstige Leistung gemäß § 3 Abs 9 UStG, während der Verkauf eines Kunstwerks in einer Galerie als Lieferung von Gegenständen gemäß § 3 Abs 1 UStG gilt.;
VAT-INTL-055;Für Lagerungs- oder Umschlagsleistungen, die üblicherweise mit Transport verbunden sind, gilt § 3 Abs. 11 UStG (Umkehrung der Steuerschuldnerschaft), wenn der Empfänger ein Nichtunternehmer ist und es sich um einen grenzüberschreitenden Transport handelt;
VAT-INTL-056;Reparaturarbeiten oder Gutachten an beweglichen Gegenständen zählen als sonstige Leistung, wenn sie selbstständig und nicht als Nebenleistung zu einer Lieferung erbracht werden (§ 3 Abs 9 UStG).;
VAT-INTL-057;Die Leistung gilt als an dem Ort ausgeführt, an dem die Leistung tatsächlich erbracht wird, § 3 Abs 6 UStG.;
VAT-INTL-058;Die Leistung gilt gemäß § 3 Abs. 6 UStG als in München ausgeführt, da dies der Ort der Messe ist, und somit ist der deutsche Unternehmer in München umsatzsteuerpflichtig, § 1 Abs. 1 UStG.;
VAT-INTL-059;Die Vermietung des Motorboots gilt steuerlich als ausgeführt in Deutschland, da der Sitz des Unternehmens (Vermieter) oder die Betriebsstätte, von der aus das Unternehmen die Vermietung durchführt, in Deutschland liegt (§ 3 Abs. 6 UStG, § 1 Abs. 1 UStG).;
VAT-INTL-060;Es handelt sich um eine kurzfristige Vermietung gemäß § 1 Abs 1 Z 16 lit b UStG, wenn die Überlassung des Motorboots für weniger als 3 Monate erfolgt;
VAT-INTL-061;Die Vermietung gilt steuerlich als ausgeführt in Deutschland, da der Ort der Vermietung gemäß § 3 Abs. 6 UStG i.V.m. § 1 Abs. 1 UStG als in Deutschland gelegen gilt, da die Vermietung in München (Deutschland) stattfindet.;
VAT-INTL-062;Es handelt sich um eine kurzfristige Vermietung, wenn die Vermietung für maximal 30 Tage erfolgt (§ 1 Abs 1 UStG iVm § 2 Abs 1 S 1 KfzVermG). Da 25 Tage unter dieser Grenze liegen, ist dies der Fall.;
VAT-INTL-063;Die Leistung ist in Österreich steuerpflichtig, da der Leistungsempfänger (Privatperson in Wien) im Inland ansässig ist (§ 1 Abs 1 UStG, § 3 Abs 1 UStG).;
VAT-INTL-064;Die Leistung ist in Österreich steuerpflichtig, wenn der Software-Developer in Österreich ansässig ist und die Leistung von Österreich aus erbringt (§ 1 Abs 1 UStG). Da es sich um eine grenzüberschreitende Leistung handelt, ist auch das Reverse-Charge-Verfahren zu beachten (§ 3 Abs 6 UStG).;
VAT-INTL-065;Die Leistung ist in Österreich steuerpflichtig, da der Ort der Leistung bei Vermietung von Wohnungen und anderen Räumlichkeiten gemäß § 3 Abs 6 UStG (Umsatzsteuergesetz) der Ort ist, an dem die Immobilie gelegen ist.;
VAT-INTL-066;Der Leistungsort für die fotografischen Leistungen liegt gemäß § 3 Abs 6 BAO (Bundesabgabenordnung) und Art 4 Abs 1 lit b UStG (Umsatzsteuergesetz) 1994 iVm Art 4 Abs 2 UStG 1994 bei der Leistungserbringung, somit in Bern, Schweiz.;
VAT-INTL-067;Der Leistungsort für die Vermietung des Fahrzeugs liegt gemäß § 3 Abs. 6 UStG (UmgrStG) iVm Art. 43 Abs. 1 RL 2006/112/EG (Mehrwertsteuer-Systemrichtlinie) in Italien, da der Mieter eine Privatperson mit Sitz in Italien ist und es sich um eine langfristige Vermietung handelt.;
VAT-INTL-068;Die Leistung ist in Österreich steuerpflichtig, da der Würstelstand in Österreich ansässig ist und die Leistung (Verkauf von Würstchen) in Österreich erbracht wird (§ 1 Abs 1 UStG 1994).;
VAT-INTL-069;Die Leistung ist in Österreich steuerpflichtig, da der Ort der Leistung gemäß § 3 Abs. 1 UStG (UmgrStG) der Ort ist, an dem der Unternehmer sein Unternehmen betreibt, bzw.  § 1 Abs. 1 Z 1 UStG iVm § 3 Abs. 6 UStG, der Ort der Leistung ist Wien, da das Hotel in Wien liegt.;
VAT-INTL-070;Die Leistung ist in Italien steuerpflichtig, da der Unternehmer (Modeagentur) in Italien ansässig ist und die Leistung (Model für eine Show) in Italien erbracht wird (§ 3 Abs 1 UStG, Art 45 Abs 1 RL 2006/112/EG).;
VAT-INTL-071;Die Leistung ist in Österreich steuerpflichtig, da der Ort der Leistung gemäß § 3 Abs. 1 UStG (UmgrStG) der Ort ist, an dem die Leistung erbracht wird, in diesem Fall Wien.;
VAT-INTL-072;Die Leistung ist in Frankreich steuerpflichtig, da der Ort der Leistung gemäß § 3 Abs 6 UStG iVm Art 53 MwStSystRL in Frankreich liegt, weil die Bücher in Frankreich gekauft wurden.;
VAT-INTL-073;Die Leistung ist in Österreich steuerpflichtig, da der Ort der Leistung bei einer kurzfristigen Vermietung von Wohnungen, Häusern oder anderen Räumlichkeiten der Lageort ist (§ 3 Abs 6 UStG). Als Unternehmer mit Sitz im Ausland (Australien) unterliegt Christian jedoch besonderen Regeln für die Umsatzsteuer in Österreich (§ 51 UStG).;
VAT-INTL-074;Die Leistung ist in Österreich steuerpflichtig, da es sich um eine Vermietung von Kunstgegenständen an ein in Österreich ansässiges Museum handelt und der Ort der Leistung gemäß § 3 Abs 6 UStG (Umkehrung der Steuerschuld) bzw § 1 Abs 1 UStG (steuerbare Leistung) in Österreich liegt.;
VAT-INTL-075;Die Leistung des YouTubers ist gemäß § 3 Abs 1 EStG (Einkommensteuergesetz) und Art 6 Abs 1 DBA-USA (Doppelbesteuerungsabkommen zwischen Österreich und den USA) in den USA steuerpflichtig, da die Leistung im Ausland (USA) erbracht wird und es sich um eine selbstständige Arbeit handelt.;
VAT-INTL-076;Die Leistung ist in Griechenland steuerpflichtig, da der Ort der Leistung bei der Vermietung von Gegenständen (hier: Auto) der Ort ist, an dem der Gegenstand dem Erwerber zur Verfügung gestellt wird (§ 3 Abs 6 UStG iVm Art 43 Abs 1 RL 2006/112/EG);
VAT-INTL-077;Die Leistung ist in Griechenland steuerpflichtig, da der Ort der Leistung bei der Vermietung von Wasserbooten der Ort ist, an dem das Wasserboot tatsächlich genutzt wird (§ 3 Abs 6 UStG iVm Art 44 RL 2006/112/EG).;
VAT-INTL-078;Die Leistung ist in Österreich steuerpflichtig, da der Ort der Leistung bei der Vermietung von Grundstücken (wie einem Bauernhof) der Lageort des Grundstücks ist (§ 3 Abs 6 UStG).;
VAT-INTL-079;Die Leistung ist in Frankreich steuerpflichtig, da es sich um eine grenzüberschreitende Dienstleistung an eine Privatperson handelt, die in Frankreich ansässig ist (§ 3 Abs 1 UStG;
VAT-INTL-080;Die Leistung ist in Deutschland steuerpflichtig, da es sich um eine grenzüberschreitende Dienstleistung handelt und der deutsche GmbH als Empfänger gilt (§ 3 Abs 6 UStG;
VAT-INTL-081;Die Leistung ist in Österreich steuerpflichtig, wenn die britische Marketingagentur ihre Leistung im Inland (Österreich) erbringt oder ein inländisches Unternehmen (das Start-up) als Leistungsempfänger gilt (§ 3 Abs 1 UStG;
VAT-INTL-082;Die Leistung ist in Österreich steuerpflichtig, da es sich um eine elektronisch erbrachte Dienstleistung an einen Nichtunternehmer (Privatperson) handelt und der Empfänger in Österreich ansässig ist (§ 3 Abs 1 UStG iVm § 1 Abs 1 UStG).;
ESTG27-001;Die Ausschüttung der GmbH an Herrn Kern als Betriebsvermögen ist gemäß § 20 Abs. 1 EStG i.V.m. § 15 Abs. 1 S. 1 EStG als Einkünfte aus Gewerbebetrieb zu behandeln und damit steuerpflichtig. Die private Dividende aus den Aktien ist gemäß § 20 Abs. 1 EStG als Einkünfte aus Kapitalvermögen zu behandeln;
ESTG27-002;Der Unterschiedsbetrag von 15.000 Euro ist gemäß § 20 Abs. 1 Nr. 6 EStG steuerpflichtig, jedoch ist die Versicherungsleistung nach § 20 Abs. 9 EStG steuerfrei, wenn die Vertragslaufzeit mindestens 12 Jahre beträgt und die Auszahlung im Erlebensfall erfolgt;
ESTG27-003;Der steuerpflichtige Gesamtertrag beträgt 700 Euro, wobei es sich um Einkünfte aus Kapitalvermögen nach § 27 Abs 1 und 2 EStG 1988 handelt;
ESTG27-004;Der Verlustanteil aus Jahr 1 kann gemäß § 15 Abs. 1 EStG als Verlust aus einer Beteiligung an einer Personengesellschaft behandelt werden. Dieser Verlust kann mit anderen positiven Einkünften des Herrn Ritter aus derselben Einkunftsart verrechnet werden, jedoch nicht mit Dividenden, da diese zu den Einkünften aus Kapitalvermögen nach § 20 EStG gehören. Eine Verrechnung mit Dividenden ist nicht möglich, da es sich um unterschiedliche Einkunftsarten handelt. Der Verlustvortrag nach § 10d EStG ist jedoch zu beachten.;
ESTG27-005;Nein, die Übertragung gilt nicht als Veräußerung im Sinne des § 20 EStG, da es sich um eine unentgeltliche Übertragung (Schenkung) handelt;
ESTG27-006;Die Rückübertragung des Vermögens von der Privatstiftung an Herrn Lenz ist gemäß § 20 Abs. 1 Z 1 lit. c EStG als Einkünfte aus Gewerbebetrieb zu behandeln, wobei jedoch § 20 Abs. 2 Z 1 EStG zu berücksichtigen ist. Da die Privatstiftung innerhalb von 10 Jahren nach Einbringung (2010) aufgelöst wurde, liegt ein nicht steuerbarer Rückerhalt des Einlagekapitals vor, soweit dieses nicht übersteigt. Soweit das übersteigt, sind Einkünfte aus Gewerbebetrieb gegeben.;
ESTG27-007;Die beim Kauf gezahlten Stückzinsen von 200 Euro sind gemäß § 27 Abs. 2 EStG 1988 als negative Einnahmen und die beim Verkauf erhaltenen Stückzinsen von 350 Euro als positive Einnahmen zu behandeln, wobei die Differenz von 150 Euro (350 - 200) als steuerpflichtiger Gewinn gilt.;
ESTG27-008;Nach § 27 Abs 1 EStG 1988 gilt ein Wegzug in einen Nicht-EU/EWR-Staat als Veräußerung der Wirtschaftsgüter, sofern es sich nicht um eine unbeschränkte Körperschaftsteuerpflicht handelt;
