question,answer,focus_area,legal_basis,source
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 24.900 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel und ist dadurch erschwert, dass wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 24.900 Euro ueber zwei Veranlagungsjahre hinweg und ist dadurch erschwert, dass wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 24.900 Euro ueber zwei Veranlagungsjahre hinweg und ist dadurch erschwert, dass wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 31.600 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen und ist dadurch erschwert, dass wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 31.600 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 31.600 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 31.600 Euro ueber zwei Veranlagungsjahre hinweg und ist dadurch erschwert, dass wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 47.250 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 47.250 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 63.800 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 63.800 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 95.000 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Bei einer komplexen Standardkonstellation zu unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt ist zu pruefen, wie eine in Wien ansaessige Angestellte steuerlich zu behandeln ist. Der Fall bewegt sich in einer Groessenordnung von 95.000 Euro innerhalb eines Kalenderjahres und ist dadurch erschwert, dass wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Wie lautet die wesentliche Ausgangsfrage nach EStG Paragraph 1?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro ueber zwei Veranlagungsjahre hinweg, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro ueber zwei Veranlagungsjahre hinweg, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 18.400 Euro ueber zwei Veranlagungsjahre hinweg, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 24.900 Euro innerhalb eines Kalenderjahres, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 24.900 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 24.900 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 31.600 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 31.600 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 47.250 Euro innerhalb eines Kalenderjahres, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Ein mehrgliedriger Sachverhalt rund um unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt fuehrt bei eine in Wien ansaessige Angestellte zu Unsicherheit. Es geht um 47.250 Euro innerhalb eines Kalenderjahres, und Hauptleistung, Nebenleistung sowie wirtschaftlicher Zweck erscheinen nicht deckungsgleich, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche systematische Beurteilung ist nach EStG Paragraph 1 geboten?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt. Der wirtschaftliche Umfang liegt bei 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Wie ist der Sachverhalt nach EStG Paragraph 1 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
"Eine Fallfrage betrifft eine in Wien ansaessige Angestellte und unbeschraenkte Steuerpflicht wegen Wohnsitz oder gewoehnlichem Aufenthalt. Der wirtschaftliche Umfang liegt bei 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Wie ist der Sachverhalt nach EStG Paragraph 1 grundsaetzlich zu beurteilen?","Grundsaetzlich gilt: Paragraph 1 EStG bestimmt ob eine natuerliche Person unbeschraenkt oder beschraenkt steuerpflichtig ist. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",International Tax,EStG Paragraph 1,https://ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004570&Paragraf=1
