model,id,n_citations,n_grounded,n_hallucinated,n_out_of_scope
Model2_Finetuned_Gemma2B,GRESt-AT-027,3,3,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-028,5,0,0,5
Model2_Finetuned_Gemma2B,GRESt-AT-029,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-030,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-031,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-032,2,2,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-033,2,2,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-034,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-035,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-036,3,0,3,0
Model2_Finetuned_Gemma2B,GRESt-AT-037,2,1,1,0
Model2_Finetuned_Gemma2B,GRESt-AT-038,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-039,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-040,2,2,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-041,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-042,4,2,2,0
Model2_Finetuned_Gemma2B,GRESt-AT-043,3,1,2,0
Model2_Finetuned_Gemma2B,GRESt-AT-044,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-045,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-046,2,1,1,0
Model2_Finetuned_Gemma2B,GRESt-AT-047,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-048,2,0,0,2
Model2_Finetuned_Gemma2B,GRESt-AT-049,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-050,1,0,1,0
Model2_Finetuned_Gemma2B,GRESt-AT-051,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-052,1,0,1,0
Model2_Finetuned_Gemma2B,GRESt-AT-053,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-054,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-055,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-056,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-057,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-058,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-059,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-060,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-061,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-062,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-063,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-064,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-065,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-066,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-067,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-068,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-069,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-070,3,2,0,1
Model2_Finetuned_Gemma2B,GRESt-AT-071,3,0,0,3
Model2_Finetuned_Gemma2B,GRESt-AT-072,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-073,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-074,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-075,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-076,2,0,0,2
Model2_Finetuned_Gemma2B,GRESt-AT-077,0,0,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-078,3,0,0,3
Model2_Finetuned_Gemma2B,GRESt-AT-079,2,0,1,1
Model2_Finetuned_Gemma2B,GRESt-AT-080,1,1,0,0
Model2_Finetuned_Gemma2B,GRESt-AT-081,4,3,1,0
Model2_Finetuned_Gemma2B,VAT-INTL-001,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-002,2,1,1,0
Model2_Finetuned_Gemma2B,VAT-INTL-003,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-004,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-005,2,2,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-006,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-007,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-008,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-009,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-010,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-011,3,3,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-012,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-013,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-014,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-015,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-016,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-017,2,1,1,0
Model2_Finetuned_Gemma2B,VAT-INTL-018,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-019,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-020,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-021,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-022,3,1,2,0
Model2_Finetuned_Gemma2B,VAT-INTL-023,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-024,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-025,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-026,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-027,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-028,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-029,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-030,2,2,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-031,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-032,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-033,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-034,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-035,3,3,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-036,2,2,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-037,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-038,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-039,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-040,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-041,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-042,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-043,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-044,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-045,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-046,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-047,2,0,2,0
Model2_Finetuned_Gemma2B,VAT-INTL-048,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-049,2,2,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-050,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-051,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-052,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-053,3,3,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-054,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-055,1,0,1,0
Model2_Finetuned_Gemma2B,VAT-INTL-056,2,2,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-057,2,2,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-058,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-059,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-060,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-061,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-062,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-063,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-064,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-065,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-066,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-067,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-068,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-069,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-070,2,0,2,0
Model2_Finetuned_Gemma2B,VAT-INTL-071,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-072,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-073,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-074,1,1,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-075,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-076,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-077,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-078,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-079,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-080,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-081,0,0,0,0
Model2_Finetuned_Gemma2B,VAT-INTL-082,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-001,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-002,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-003,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-004,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-005,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-006,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-007,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-008,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-009,4,4,0,0
Model2_Finetuned_Gemma2B,ESTG27-010,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-011,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-012,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-013,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-014,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-017,4,4,0,0
Model2_Finetuned_Gemma2B,ESTG27-018,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-019,4,4,0,0
Model2_Finetuned_Gemma2B,ESTG27-020,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-021,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-022,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-023,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-024,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-025,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-026,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-027,1,0,0,1
Model2_Finetuned_Gemma2B,ESTG27-028,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-029,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-030,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-031,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-032,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-033,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-034,3,3,0,0
Model2_Finetuned_Gemma2B,ESTG27-035,4,4,0,0
Model2_Finetuned_Gemma2B,ESTG27-036,4,4,0,0
Model2_Finetuned_Gemma2B,ESTG27-037,0,0,0,0
Model2_Finetuned_Gemma2B,ESTG27-038,2,2,0,0
Model2_Finetuned_Gemma2B,ESTG27-039,1,1,0,0
Model2_Finetuned_Gemma2B,ESTG27-040,2,0,2,0
Model2_Finetuned_Gemma2B,EMP-001,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-002,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-003,4,4,0,0
Model2_Finetuned_Gemma2B,EMP-004,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-005,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-006,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-007,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-008,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-009,4,4,0,0
Model2_Finetuned_Gemma2B,EMP-010,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-011,5,5,0,0
Model2_Finetuned_Gemma2B,EMP-012,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-013,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-014,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-015,2,2,0,0
Model2_Finetuned_Gemma2B,EMP-016,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-017,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-018,2,2,0,0
Model2_Finetuned_Gemma2B,EMP-019,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-020,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-021,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-022,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-023,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-024,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-025,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-026,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-027,1,0,1,0
Model2_Finetuned_Gemma2B,EMP-028,2,1,1,0
Model2_Finetuned_Gemma2B,EMP-029,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-030,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-031,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-032,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-033,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-034,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-035,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-036,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-037,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-038,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-039,2,1,1,0
Model2_Finetuned_Gemma2B,EMP-040,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-041,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-042,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-043,2,2,0,0
Model2_Finetuned_Gemma2B,EMP-044,5,5,0,0
Model2_Finetuned_Gemma2B,EMP-045,2,1,1,0
Model2_Finetuned_Gemma2B,EMP-046,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-047,5,5,0,0
Model2_Finetuned_Gemma2B,EMP-048,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-049,4,4,0,0
Model2_Finetuned_Gemma2B,EMP-050,1,0,1,0
Model2_Finetuned_Gemma2B,EMP-051,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-052,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-053,1,0,1,0
Model2_Finetuned_Gemma2B,EMP-054,2,0,2,0
Model2_Finetuned_Gemma2B,EMP-055,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-056,1,1,0,0
Model2_Finetuned_Gemma2B,EMP-057,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-058,0,0,0,0
Model2_Finetuned_Gemma2B,EMP-059,3,3,0,0
Model2_Finetuned_Gemma2B,EMP-060,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-001,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-002,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-003,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-004,4,4,0,0
Model2_Finetuned_Gemma2B,EStG-23-005,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-006,4,4,0,0
Model2_Finetuned_Gemma2B,EStG-23-007,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-008,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-009,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-010,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-011,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-012,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-013,5,5,0,0
Model2_Finetuned_Gemma2B,EStG-23-014,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-015,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-016,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-017,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-018,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-019,5,5,0,0
Model2_Finetuned_Gemma2B,EStG-23-020,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-021,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-022,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-023,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-024,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-025,5,5,0,0
Model2_Finetuned_Gemma2B,EStG-23-026,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-027,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-028,4,2,2,0
Model2_Finetuned_Gemma2B,EStG-23-029,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-030,4,4,0,0
Model2_Finetuned_Gemma2B,EStG-23-031,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-032,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-033,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-034,1,0,0,1
Model2_Finetuned_Gemma2B,EStG-23-035,4,4,0,0
Model2_Finetuned_Gemma2B,EStG-23-036,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-037,4,3,1,0
Model2_Finetuned_Gemma2B,EStG-23-038,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-039,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-040,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-041,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-042,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-043,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-044,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-045,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-046,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-047,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-048,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-049,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-050,3,3,0,0
Model2_Finetuned_Gemma2B,EStG-23-051,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-052,2,2,0,0
Model2_Finetuned_Gemma2B,EStG-23-053,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-054,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-055,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-056,0,0,0,0
Model2_Finetuned_Gemma2B,EStG-23-057,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-058,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-059,1,1,0,0
Model2_Finetuned_Gemma2B,EStG-23-060,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-001,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-002,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-003,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-004,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-005,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-006,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-007,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-008,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-009,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-010,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-011,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-012,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-013,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-014,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-015,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-016,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-017,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-018,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-019,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-020,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-021,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-022,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-023,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-024,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-025,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-026,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-027,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-028,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-029,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-030,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-031,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-032,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-033,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-034,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-035,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-036,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-037,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-038,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-039,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-040,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-041,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-042,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-043,4,4,0,0
Model2_Finetuned_Gemma2B,SELF-044,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-045,3,3,0,0
Model2_Finetuned_Gemma2B,SELF-046,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-047,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-048,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-049,2,0,0,2
Model2_Finetuned_Gemma2B,SELF-050,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-051,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-052,1,0,0,1
Model2_Finetuned_Gemma2B,SELF-053,1,0,0,1
Model2_Finetuned_Gemma2B,SELF-054,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-055,3,3,0,0
Model2_Finetuned_Gemma2B,SELF-056,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-057,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-058,2,2,0,0
Model2_Finetuned_Gemma2B,SELF-059,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-060,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-061,2,0,0,2
Model2_Finetuned_Gemma2B,SELF-062,4,0,0,4
Model2_Finetuned_Gemma2B,SELF-063,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-064,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-065,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-066,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-067,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-068,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-069,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-070,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-071,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-072,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-073,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-074,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-075,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-076,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-077,1,1,0,0
Model2_Finetuned_Gemma2B,SELF-078,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-079,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-080,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-081,0,0,0,0
Model2_Finetuned_Gemma2B,SELF-082,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-001,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-002,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-003,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-004,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-005,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-006,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-007,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-008,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-009,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-010,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-011,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-012,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-013,4,4,0,0
Model3_RAG_Gemma2B,CORP-TAX-014,6,6,0,0
Model3_RAG_Gemma2B,CORP-TAX-015,5,5,0,0
Model3_RAG_Gemma2B,CORP-TAX-016,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-017,6,6,0,0
Model3_RAG_Gemma2B,CORP-TAX-018,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-019,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-020,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-021,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-022,6,6,0,0
Model3_RAG_Gemma2B,CORP-TAX-023,4,4,0,0
Model3_RAG_Gemma2B,CORP-TAX-024,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-025,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-026,4,4,0,0
Model3_RAG_Gemma2B,CORP-TAX-027,4,4,0,0
Model3_RAG_Gemma2B,CORP-TAX-028,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-029,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-030,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-031,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-032,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-033,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-034,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-035,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-036,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-037,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-038,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-039,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-040,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-041,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-042,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-043,5,5,0,0
Model3_RAG_Gemma2B,CORP-TAX-044,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-045,4,4,0,0
Model3_RAG_Gemma2B,CORP-TAX-046,4,4,0,0
